uf75-059 35360 1 -2 -3 4 5 6 7 -8 9 10 11 -12 13 14 15 16 17 -18 19 20 -21 22 -23 -24 25 26 -27 -28 29 30 -31 -32 33 -34 35 36 -37 -38 -39 40 41 42 -43 -44 45 -46 -47 48 -49 50 51 -52 -53 -54 55 -56 57 58 59 -60 61 62 63 64 65 -66 67 -68 69 70 -71 -72 73 74 75 0
uf75-06 81172 1 2 -3 -4 -5 6 7 8 -9 -10 -11 -12 13 14 15 16 -17 -18 -19 20 21 22 -23 -24 25 26 27 28 -29 30 -31 32 33 34 -35 36 37 38 39 -40 41 42 43 -44 -45 46 -47 -48 -49 50 51 -52 -53 -54 55 56 -57 -58 59 60 61 62 63 64 -65 -66 67 -68 -69 -70 -71 72 73 74 75 0
uf75-060 53611 -1 2 -3 4 5 -6 -7 8 9 -10 -11 12 13 -14 15 16 17 -18 19 20 -21 -22 -23 -24 -25 26 -27 -28 -29 -30 -31 -32 33 34 35 36 37 38 -39 40 -41 -42 -43 44 45 46 47 48 -49 -50 -51 52 -53 54 55 56 57 58 59 -60 61 62 -63 64 65 -66 -67 -68 69 70 71 72 73 -74 -75 0
uf75-061 94316 1 -2 3 4 5 6 -7 8 9 10 -11 -12 13 -14 -15 16 17 -18 19 -20 21 -22 -23 24 25 -26 -27 28 -29 -30 -31 32 -33 -34 -35 -36 37 38 -39 40 -41 42 -43 44 -45 -46 47 48 -49 50 51 52 53 54 55 56 57 58 59 -60 -61 -62 -63 64 -65 66 -67 -68 -69 -70 71 72 73 -74 -75 0
uf75-062 159465 1 2 -3 4 5 6 -7 8 9 -10 11 -12 13 14 15 16 -17 -18 19 20 -21 -22 -23 -24 25 -26 27 28 29 30 31 -32 -33 -34 -35 36 -37 38 -39 40 -41 42 43 -44 45 -46 47 -48 49 50 51 -52 -53 -54 -55 56 57 58 -59 -60 -61 -62 63 64 65 -66 67 68 69 70 -71 72 73 74 75 0
uf75-063 68826 1 2 3 -4 5 -6 -7 8 -9 -10 11 -12 -13 -14 15 -16 -17 18 -19 20 21 22 23 24 25 26 27 -28 29 -30 31 32 33 -34 35 36 37 -38 -39 40 41 42 43 -44 45 -46 -47 48 -49 50 51 -52 -53 54 55 -56 -57 58 59 -60 61 62 63 64 65 -66 67 -68 69 70 71 -72 -73 -74 75 0
uf75-064 102002 1 2 3 -4 -5 6 7 8 9 10 11 12 13 -14 -15 -16 -17 18 19 20 21 -22 23 -24 -25 26 -27 -28 29 -30 -31 -32 33 -34 35 36 37 38 39 -40 -41 42 -43 -44 45 46 -47 48 49 -50 -51 52 -53 -54 -55 -56 -57 -58 -59 60 -61 -62 -63 64 65 66 -67 68 69 -70 -71 -72 73 -74 -75 0
uf75-065 51364 -1 -2 3 4 -5 6 7 8 -9 10 11 12 -13 -14 15 -16 17 -18 19 20 -21 22 23 24 -25 26 27 28 -29 -30 31 -32 -33 -34 -35 -36 -37 -38 39 -40 -41 -42 -43 -44 45 46 47 -48 -49 -50 -51 -52 53 54 55 -56 57 58 59 -60 61 62 63 64 -65 -66 -67 68 69 70 -71 -72 73 74 75 0
uf75-066 92241 1 2 -3 4 -5 -6 7 8 9 -10 11 12 -13 -14 15 -16 17 -18 19 -20 -21 -22 23 24 -25 -26 27 28 29 -30 -31 -32 33 -34 -35 -36 37 -38 39 40 41 -42 43 44 -45 46 -47 48 49 50 -51 52 53 54 55 -56 57 58 59 60 61 62 -63 64 65 66 67 -68 -69 70 71 -72 -73 74 75 0
uf75-067 166968 1 2 3 -4 -5 6 -7 -8 -9 10 11 12 13 -14 -15 -16 17 18 19 -20 21 -22 -23 -24 -25 -26 27 28 29 30 -31 -32 -33 34 35 36 37 38 -39 40 -41 42 43 44 45 46 47 -48 49 50 51 52 53 54 55 56 57 58 59 -60 61 62 63 -64 65 66 -67 68 69 70 -71 72 73 74 -75 0
uf75-068 136557 -1 2 3 -4 -5 6 7 8 9 -10 11 -12 13 14 15 16 -17 -18 19 20 -21 22 23 24 -25 -26 27 28 29 -30 31 32 33 -34 -35 36 37 38 -39 40 41 -42 43 44 -45 -46 47 -48 49 50 51 52 53 -54 -55 -56 -57 58 -59 60 61 62 -63 -64 -65 66 67 68 69 -70 71 72 73 74 -75 0
uf75-069 47582 -1 -2 -3 4 -5 -6 7 8 -9 10 -11 12 13 -14 -15 16 17 18 -19 -20 -21 22 -23 24 25 -26 27 -28 29 30 31 32 33 -34 35 36 37 38 39 -40 -41 -42 -43 -44 45 -46 -47 -48 -49 -50 -51 -52 53 -54 -55 -56 57 58 59 60 -61 62 63 -64 65 -66 67 -68 -69 -70 -71 -72 -73 74 -75 0
uf75-07 168854 1 2 3 -4 -5 -6 -7 -8 -9 -10 11 12 -13 -14 15 -16 17 -18 19 20 21 -22 23 24 -25 26 -27 28 29 -30 31 32 -33 34 -35 -36 37 38 -39 40 41 42 -43 -44 45 46 47 48 49 50 -51 -52 53 -54 -55 56 -57 58 59 60 61 -62 -63 64 -65 66 67 68 69 70 -71 72 -73 74 75 0
uf75-070 46750 -1 -2 3 -4 5 6 7 8 9 10 11 -12 13 -14 15 16 17 18 -19 20 -21 22 23 24 25 26 27 28 29 -30 31 32 -33 34 -35 36 37 -38 39 -40 41 42 43 44 45 -46 -47 -48 49 -50 51 -52 53 -54 -55 56 57 58 59 -60 -61 62 63 -64 65 66 67 -68 -69 -70 71 -72 73 -74 -75 0
uf75-071 97010 -1 2 -3 4 5 6 -7 8 9 -10 11 12 13 -14 15 -16 17 18 19 20 21 -22 23 24 25 26 -27 28 29 -30 -31 32 33 -34 35 -36 37 -38 39 -40 -41 -42 -43 44 45 -46 47 -48 -49 50 -51 52 53 -54 -55 56 57 58 -59 -60 61 62 -63 64 65 -66 67 -68 -69 70 -71 72 73 -74 75 0
uf75-072 112987 1 2 -3 -4 -5 -6 7 8 -9 10 11 -12 13 14 15 -16 -17 18 -19 20 21 22 -23 -24 -25 26 -27 28 -29 30 31 32 -33 -34 35 -36 -37 38 39 40 -41 -42 43 44 45 -46 47 -48 -49 50 -51 52 53 54 -55 56 -57 -58 -59 -60 61 62 63 -64 -65 -66 -67 68 -69 -70 71 -72 -73 74 75 0
uf75-073 145820 1 2 3 4 -5 6 -7 8 -9 10 -11 12 13 14 -15 -16 -17 -18 -19 20 -21 -22 23 -24 -25 -26 27 28 -29 30 -31 -32 33 -34 -35 36 37 38 39 40 -41 42 -43 44 45 46 -47 48 49 -50 -51 -52 53 -54 55 -56 -57 58 59 60 61 62 63 64 65 -66 -67 68 69 -70 -71 -72 73 74 75 0
