user_id,system,precision,recall,f_score
17,framew ,0.014,0.2692307692307692,0.005874595372257523
17,random ,0.006,0.11538461538461539,0.0012347372753464124
18,content,0.057,0.22709163346613545,0.02016090249358531
18,collab ,0.051,0.20318725099601595,0.016524725143821018
18,hybrid1,0.06,0.23904382470119523,0.022081825430902285
18,hybrid2,0.079,0.3147410358565737,0.035680289512876294
18,hybrid3,0.087,0.3466135458167331,0.04206904793003499
18,framew ,0.021,0.08366533864541832,0.0031810034226442724
18,random ,0.034,0.12350597609561753,0.007255605195949528
19,content,0.054,0.1534090909090909,0.013722094642924369
19,collab ,0.029,0.08238636363636363,0.0042995030776466735
19,hybrid1,0.038,0.10795454545454546,0.0071595732021736535
19,hybrid2,0.044,0.125,0.009409751924721984
19,hybrid3,0.057,0.16193181818181818,0.015144593813510339
19,framew ,0.095,0.26988636363636365,0.03756972774956291
19,random ,0.039,0.10795454545454546,0.0073415765069551765
20,content,0.056,0.4628099173553719,0.03412850426606304
20,collab ,0.006,0.049586776859504134,0.0005637066846217684
20,hybrid1,0.026,0.21487603305785125,0.009004568886284016
20,hybrid2,0.048,0.39669421487603307,0.02636034964074871
20,hybrid3,0.055,0.45454545454545453,0.0331225534477567
20,framew ,0.03,0.24793388429752067,0.011640690680980406
20,random ,0.01,0.08264462809917356,0.0015127448755767343
21,content,0.091,0.4117647058823529,0.04986886914314792
21,collab ,0.021,0.09502262443438914,0.0035760477779444616
21,hybrid1,0.074,0.334841628959276,0.03517539520931159
21,hybrid2,0.105,0.4751131221719457,0.06314342578141778
21,hybrid3,0.109,0.49321266968325794,0.06710742214527986
21,framew ,0.024,0.1085972850678733,0.004602403477371516
21,random ,0.026,0.10407239819004525,0.004788865487335132
22,content,0.013,0.21666666666666667,0.004581187313635131
22,collab ,0.012,0.2,0.0039603960396039604
22,hybrid1,0.013,0.21666666666666667,0.004581187313635131
22,hybrid2,0.015,0.25,0.005928853754940711
22,hybrid3,0.017,0.2833333333333333,0.007408356831581646
22,framew ,0.002,0.03333333333333333,0.000128783000643915
22,random ,0.003,0.05,0.00028490028490028494
23,content,0.016,0.26666666666666666,0.006652806652806653
23,collab ,0.026,0.43333333333333335,0.015440840566468706
23,hybrid1,0.017,0.2833333333333333,0.007408356831581646
23,hybrid2,0.019,0.31666666666666665,0.009009233840778636
23,hybrid3,0.018,0.3,0.008194233687405158
23,framew ,0.014,0.23333333333333334,0.005237840726884019
23,random ,0.01,0.15,0.0025862068965517245
24,content,0.016,0.2909090909090909,0.007122982749026154
24,collab ,0.008,0.14545454545454545,0.00201765447667087
24,hybrid1,0.009,0.16363636363636364,0.002511822621908675
24,hybrid2,0.017,0.3090909090909091,0.007924864605470625
24,hybrid3,0.025,0.45454545454545453,0.015360983102918589
24,framew ,0.01,0.18181818181818182,0.003051106025934401
24,random ,0.008,0.12727272727272726,0.0017937219730941702
25,content,0.003,0.23076923076923078,0.0011222644803291976
25,collab ,0.007,0.5384615384615384,0.0048778059827783585
25,hybrid1,0.008,0.6153846153846154,0.006065200909780136
25,hybrid2,0.006,0.46153846153846156,0.003773980501100745
25,hybrid3,0.005,0.38461538461538464,0.0027677830058123443
25,framew ,0.001,0.07692307692307693,0.0001427246128594876
25,random ,0.0,0.0,0
26,content,0.005,0.45454545454545453,0.003114294612270321
26,collab ,0.003,0.2727272727272727,0.0012826908002565383
26,hybrid1,0.003,0.2727272727272727,0.0012826908002565383
26,hybrid2,0.006,0.5454545454545454,0.004218914801359428
26,hybrid3,0.006,0.5454545454545454,0.004218914801359428
26,framew ,0.004,0.36363636363636365,0.002127093858016485
26,random ,0.001,0.09090909090909091,0.000166514028806927
27,content,0.022,0.3283582089552239,0.0106992064018392
27,collab ,0.012,0.1791044776119403,0.003608841662072076
27,hybrid1,0.013,0.19402985074626866,0.004179495740129342
27,hybrid2,0.025,0.373134328358209,0.013344008540165465
27,hybrid3,0.03,0.44776119402985076,0.01817998182001818
27,framew ,0.018,0.26865671641791045,0.007516878175533024
27,random ,0.008,0.1044776119402985,0.0015026296018031554
28,content,0.057,0.2,0.018138424821002384
28,collab ,0.058,0.20350877192982456,0.018713320167997108
28,hybrid1,0.067,0.23508771929824562,0.024193265875314948
28,hybrid2,0.08,0.2807017543859649,0.033006704486848885
28,hybrid3,0.088,0.3087719298245614,0.038906752411575554
28,framew ,0.04,0.14035087719298245,0.009512485136741973
28,random ,0.036,0.11929824561403508,0.007434853914839336
29,content,0.009,0.21951219512195122,0.0032162639718874703
29,collab ,0.014,0.34146341463414637,0.00705365818548242
29,hybrid1,0.013,0.3170731707317073,0.006198081895366109
29,hybrid2,0.015,0.36585365853658536,0.007948423562660073
29,hybrid3,0.014,0.34146341463414637,0.00705365818548242
29,framew ,0.004,0.0975609756097561,0.0007085289168364184
29,random ,0.005,0.12195121951219512,0.0010821339681852612
30,content,0.01,0.5882352941176471,0.00736105999263894
30,collab ,0.005,0.29411764705882354,0.0022639800769753225
30,hybrid1,0.015,0.8823529411764706,0.013951325375910711
30,hybrid2,0.015,0.8823529411764706,0.013951325375910711
30,hybrid3,0.014,0.8235294117647058,0.012548818746398616
30,framew ,0.001,0.058823529411764705,0.00011100627185435978
30,random ,0.003,0.17647058823529413,0.0008977108373647201
31,content,0.001,0.04,7.684918347742556e-05
31,collab ,0.003,0.12,0.0006411398040961709
31,hybrid1,0.004,0.16,0.0010996563573883163
31,hybrid2,0.004,0.16,0.0010996563573883163
31,hybrid3,0.002,0.08,0.0002957486136783734
31,framew ,0.009,0.36,0.0047333820306793275
31,random ,0.0,0.0,0
32,content,0.003,0.058823529411764705,0.0003323915572544458
32,collab ,0.009,0.17647058823529413,0.002679501811144743
32,hybrid1,0.004,0.0784313725490196,0.0005796681399898558
32,hybrid2,0.005,0.09803921568627451,0.0008888098835659053
32,hybrid3,0.004,0.0784313725490196,0.0005796681399898558
32,framew ,0.011,0.21568627450980393,0.003868224612777928
32,random ,0.006,0.11764705882352941,0.001256412941053293
33,content,0.02,0.2564102564102564,0.008035355564483728
33,collab ,0.014,0.1794871794871795,0.00421088815365445
33,hybrid1,0.021,0.2692307692307692,0.008764085136827044
33,hybrid2,0.022,0.28205128205128205,0.009516693538872939
33,hybrid3,0.028,0.358974358974359,0.0144938253346151
33,framew ,0.024,0.3076923076923077,0.011090573012939002
33,random ,0.008,0.08974358974358974,0.0013080444735120995
34,content,0.015,0.3488372093023256,0.007673288430386222
34,collab ,0.003,0.06976744186046512,0.0003902100630839602
34,hybrid1,0.01,0.23255813953488372,0.0037432154220475387
34,hybrid2,0.015,0.3488372093023256,0.007673288430386222
34,hybrid3,0.018,0.4186046511627907,0.010489850098747044
34,framew ,0.005,0.11627906976744186,0.0010370216737529813
34,random ,0.004,0.09302325581395349,0.0006783685237005003
35,content,0.0,0.0,0
35,collab ,0.001,0.09090909090909091,0.000166514028806927
35,hybrid1,0.0,0.0,0
35,hybrid2,0.0,0.0,0
35,hybrid3,0.0,0.0,0
35,framew ,0.003,0.2727272727272727,0.0012826908002565383
35,random ,0.001,0.09090909090909091,0.000166514028806927
36,content,0.005,0.16666666666666666,0.0014224751066856329
36,collab ,0.006,0.2,0.0019900497512437814
36,hybrid1,0.003,0.1,0.000543970988213962
36,hybrid2,0.006,0.2,0.0019900497512437814
36,hybrid3,0.006,0.2,0.0019900497512437814
36,framew ,0.008,0.26666666666666666,0.0033472803347280337
36,random ,0.003,0.1,0.000543970988213962
37,content,0.003,0.2727272727272727,0.0012826908002565383
37,collab ,0.001,0.09090909090909091,0.000166514028806927
37,hybrid1,0.001,0.09090909090909091,0.000166514028806927
37,hybrid2,0.003,0.2727272727272727,0.0012826908002565383
37,hybrid3,0.003,0.2727272727272727,0.0012826908002565383
37,framew ,0.007,0.6363636363636364,0.005421253526580738
37,random ,0.001,0.09090909090909091,0.000166514028806927
38,content,0.006,0.15384615384615385,0.0015917230401910067
38,collab ,0.006,0.15384615384615385,0.0015917230401910067
38,hybrid1,0.004,0.10256410256410256,0.0007414959681156732
38,hybrid2,0.005,0.1282051282051282,0.0011313497001923295
38,hybrid3,0.007,0.1794871794871795,0.0021178657100252847
38,framew ,0.012,0.3076923076923077,0.00559570995570063
38,random ,0.003,0.07692307692307693,0.00042738086758316123
39,content,0.007,0.14,0.001708805579773322
39,collab ,0.017,0.34,0.008518791451731763
39,hybrid1,0.014,0.28,0.006058732612055642
39,hybrid2,0.02,0.4,0.011267605633802818
39,hybrid3,0.02,0.4,0.011267605633802818
39,framew ,0.015,0.3,0.006844106463878326
39,random ,0.003,0.06,0.00033866415804327375
40,content,0.007,0.13725490196078433,0.0016793186764227086
40,collab ,0.006,0.11764705882352941,0.001256412941053293
40,hybrid1,0.008,0.1568627450980392,0.0021545919741448967
40,hybrid2,0.008,0.1568627450980392,0.0021545919741448967
40,hybrid3,0.008,0.1568627450980392,0.0021545919741448967
40,framew ,0.016,0.3137254901960784,0.007549840745546774
40,random ,0.005,0.09803921568627451,0.0008888098835659053
41,content,0.014,0.12844036697247707,0.003147936977016848
41,collab ,0.034,0.3119266055045872,0.015759409976415416
41,hybrid1,0.019,0.1743119266055046,0.005550814555127585
41,hybrid2,0.021,0.1926605504587156,0.006667221008549463
41,hybrid3,0.02,0.1834862385321101,0.006098490623570666
41,framew ,0.012,0.11009174311926606,0.002354711057330674
41,random ,0.007,0.06422018348623854,0.0008393069722429195
42,content,0.023,0.10454545454545454,0.004265097153914375
42,collab ,0.016,0.07272727272727272,0.0021376085504342017
42,hybrid1,0.015,0.06818181818181818,0.0018883759966428868
42,hybrid2,0.016,0.07272727272727272,0.0021376085504342017
42,hybrid3,0.02,0.09090909090909091,0.0032733224222585926
42,framew ,0.056,0.2545454545454545,0.021753607103218647
42,random ,0.024,0.10454545454545454,0.00444659255679072
43,content,0.005,0.08771929824561403,0.0008027614995584812
43,collab ,0.003,0.05263157894736842,0.00029914742982499877
43,hybrid1,0.003,0.05263157894736842,0.00029914742982499877
43,hybrid2,0.004,0.07017543859649122,0.0005226367021624093
43,hybrid3,0.008,0.14035087719298245,0.001955512099731117
43,framew ,0.026,0.45614035087719296,0.016003409010203355
43,random ,0.006,0.10526315789473684,0.0011366865586814436
44,content,0.011,0.4583333333333333,0.006862522686025408
44,collab ,0.0,0.0,0
44,hybrid1,0.001,0.041666666666666664,7.992327365728901e-05
44,hybrid2,0.007,0.2916666666666667,0.0031442505133470232
44,hybrid3,0.01,0.4166666666666667,0.005841121495327103
44,framew ,0.011,0.4583333333333333,0.006862522686025408
44,random ,0.005,0.20833333333333334,0.001717032967032967
45,content,0.03,0.1507537688442211,0.007660552410946078
45,collab ,0.023,0.11557788944723618,0.004669494255815903
45,hybrid1,0.024,0.12060301507537688,0.005057600449564484
45,hybrid2,0.03,0.1507537688442211,0.007660552410946078
45,hybrid3,0.031,0.15577889447236182,0.008138239989160304
45,framew ,0.043,0.21608040201005024,0.014759116688019094
45,random ,0.023,0.11557788944723618,0.004669494255815903
46,content,0.004,0.19047619047619047,0.0012757136022962846
46,collab ,0.003,0.14285714285714285,0.0007480364044383492
46,hybrid1,0.002,0.09523809523809523,0.0003471920840204844
46,hybrid2,0.003,0.14285714285714285,0.0007480364044383492
46,hybrid3,0.006,0.2857142857142857,0.0026542800265428
46,framew ,0.008,0.38095238095238093,0.004388370817334065
46,random ,0.002,0.09523809523809523,0.0003471920840204844
47,content,0.023,0.32857142857142857,0.01118275023781841
47,collab ,0.012,0.17142857142857143,0.0034765813616610334
47,hybrid1,0.023,0.32857142857142857,0.01118275023781841
47,hybrid2,0.025,0.35714285714285715,0.012919896640826876
47,hybrid3,0.024,0.34285714285714286,0.012040133779264214
47,framew ,0.005,0.07142857142857142,0.0006635700066357001
47,random ,0.011,0.14285714285714285,0.0027237835830134947
48,content,0.01,0.5882352941176471,0.00736105999263894
48,collab ,0.0,0.0,0
48,hybrid1,0.007,0.4117647058823529,0.004063186699282723
48,hybrid2,0.011,0.6470588235294118,0.008585518146663355
48,hybrid3,0.011,0.6470588235294118,0.008585518146663355
48,framew ,0.003,0.17647058823529413,0.0008977108373647201
48,random ,0.0,0.0,0
49,content,0.003,0.3,0.0013814274750575594
49,collab ,0.004,0.4,0.0022792022792022795
49,hybrid1,0.005,0.5,0.003322259136212625
49,hybrid2,0.004,0.4,0.0022792022792022795
49,hybrid3,0.004,0.4,0.0022792022792022795
49,framew ,0.001,0.1,0.00018165304268846503
49,random ,0.0,0.0,0
50,content,0.01,0.06451612903225806,0.0012008405884118883
50,collab ,0.041,0.2645161290322581,0.016614365842208
50,hybrid1,0.027,0.17419354838709677,0.007830920858286114
50,hybrid2,0.027,0.17419354838709677,0.007830920858286114
50,hybrid3,0.024,0.15483870967741936,0.006304728546409808
50,framew ,0.017,0.10967741935483871,0.0033097603573166894
50,random ,0.017,0.10967741935483871,0.0033097603573166894
51,content,0.022,0.12222222222222222,0.0046999417362594675
51,collab ,0.018,0.1,0.003220035778175313
51,hybrid1,0.018,0.1,0.003220035778175313
51,hybrid2,0.022,0.12222222222222222,0.0046999417362594675
51,hybrid3,0.027,0.15,0.006881903143585386
51,framew ,0.044,0.24444444444444444,0.016695412211107277
51,random ,0.032,0.17222222222222222,0.009152980254659531
52,content,0.028,0.4307692307692308,0.016536595654925122
52,collab ,0.016,0.24615384615384617,0.006240858117991225
52,hybrid1,0.027,0.4153846153846154,0.015551170604234443
52,hybrid2,0.037,0.5692307692307692,0.02622479766294717
52,hybrid3,0.038,0.5846153846153846,0.027382193988811986
52,framew ,0.003,0.046153846153846156,0.00026394896986582596
52,random ,0.008,0.12307692307692308,0.0017410228509249187
53,content,0.002,0.2,0.0006655574043261231
53,collab ,0.001,0.1,0.00018165304268846503
53,hybrid1,0.002,0.2,0.0006655574043261231
53,hybrid2,0.002,0.2,0.0006655574043261231
53,hybrid3,0.002,0.2,0.0006655574043261231
53,framew ,0.002,0.2,0.0006655574043261231
53,random ,0.002,0.2,0.0006655574043261231
54,content,0.001,0.0625,0.00011753643629525155
54,collab ,0.004,0.25,0.001594896331738437
54,hybrid1,0.002,0.125,0.00044365572315882877
54,hybrid2,0.002,0.125,0.00044365572315882877
54,hybrid3,0.001,0.0625,0.00011753643629525155
54,framew ,0.007,0.4375,0.004240221529941156
54,random ,0.001,0.0625,0.00011753643629525155
55,content,0.006,0.46153846153846156,0.003773980501100745
55,collab ,0.003,0.23076923076923078,0.0011222644803291976
55,hybrid1,0.005,0.38461538461538464,0.0027677830058123443
55,hybrid2,0.006,0.46153846153846156,0.003773980501100745
55,hybrid3,0.006,0.46153846153846156,0.003773980501100745
55,framew ,0.004,0.3076923076923077,0.0018766127140511378
55,random ,0.002,0.15384615384615385,0.0005324104884866232
56,content,0.008,0.34782608695652173,0.004104669061056953
56,collab ,0.003,0.13043478260869565,0.0006904752771491043
56,hybrid1,0.004,0.17391304347826086,0.0011811604901816035
56,hybrid2,0.009,0.391304347826087,0.005029962430527525
56,hybrid3,0.008,0.34782608695652173,0.004104669061056953
56,framew ,0.008,0.34782608695652173,0.004104669061056953
56,random ,0.002,0.08695652173913043,0.00031941228140222
57,content,0.033,0.13865546218487396,0.0078105388482862005
57,collab ,0.044,0.18487394957983194,0.01323887414863645
57,hybrid1,0.039,0.1638655462184874,0.01062588636379514
57,hybrid2,0.05,0.21008403361344538,0.016672224074691565
57,hybrid3,0.048,0.20168067226890757,0.015493033514444027
57,framew ,0.063,0.2647058823529412,0.025120730140445705
57,random ,0.033,0.12605042016806722,0.007177709948015981
58,content,0.008,0.14285714285714285,0.0019860973187686196
58,collab ,0.006,0.10714285714285714,0.001155030800821355
58,hybrid1,0.003,0.05357142857142857,0.0003042184964845863
58,hybrid2,0.005,0.08928571428571429,0.0008159268929503917
58,hybrid3,0.009,0.16071428571428573,0.0024731314118221787
58,framew ,0.018,0.32142857142857145,0.008639078498293516
58,random ,0.006,0.10714285714285714,0.001155030800821355
59,content,0.013,0.24528301886792453,0.0050683021187902045
59,collab ,0.018,0.33962264150943394,0.009005753675959639
59,hybrid1,0.015,0.2830188679245283,0.006541173050367032
59,hybrid2,0.015,0.2830188679245283,0.006541173050367032
59,hybrid3,0.012,0.22641509433962265,0.00438783594368944
59,framew ,0.016,0.3018867924528302,0.007330202725919139
59,random ,0.003,0.05660377358490566,0.0003205185277515625
60,content,0.003,0.2727272727272727,0.0012826908002565383
60,collab ,0.004,0.36363636363636365,0.002127093858016485
60,hybrid1,0.002,0.18181818181818182,0.0006143449546920596
60,hybrid2,0.003,0.2727272727272727,0.0012826908002565383
60,hybrid3,0.003,0.2727272727272727,0.0012826908002565383
60,framew ,0.004,0.36363636363636365,0.002127093858016485
60,random ,0.002,0.18181818181818182,0.0006143449546920596
61,content,0.004,0.2,0.00132890365448505
61,collab ,0.007,0.35,0.003610906411201179
61,hybrid1,0.01,0.5,0.006622516556291391
61,hybrid2,0.011,0.55,0.007751441383728379
61,hybrid3,0.009,0.45,0.005551747772446881
61,framew ,0.002,0.1,0.0003629764065335753
61,random ,0.001,0.05,9.514747859181733e-05
62,content,0.054,0.29508196721311475,0.023622621333268524
62,collab ,0.04,0.2185792349726776,0.013893713094824591
62,hybrid1,0.053,0.2896174863387978,0.02286537592745595
62,hybrid2,0.063,0.3442622950819672,0.03082371305755857
62,hybrid3,0.071,0.3879781420765027,0.03776128962182529
62,framew ,0.014,0.07650273224043716,0.0019643018209879637
62,random ,0.024,0.12568306010928962,0.005247347807901441
63,content,0.023,0.17037037037037037,0.006567145650352254
63,collab ,0.042,0.3111111111111111,0.019313516176712103
63,hybrid1,0.034,0.2518518518518518,0.013318739558730343
63,hybrid2,0.043,0.31851851851851853,0.02011914801011942
63,hybrid3,0.044,0.32592592592592595,0.020936519952417
63,framew ,0.021,0.15555555555555556,0.005552932288223628
63,random ,0.012,0.08148148148148149,0.0017883755588673624
64,content,0.029,0.11196911196911197,0.005691835498509362
64,collab ,0.049,0.1891891891891892,0.014973915700783621
64,hybrid1,0.043,0.16602316602316602,0.01180952745922711
64,hybrid2,0.042,0.16216216216216217,0.011312115634959825
64,hybrid3,0.044,0.16988416988416988,0.012315678316518022
64,framew ,0.052,0.20077220077220076,0.016667283060270963
64,random ,0.027,0.09652509652509653,0.00463928685569756
65,content,0.004,0.23529411764705882,0.0015188912094171254
65,collab ,0.006,0.35294117647058826,0.0031166132802354775
65,hybrid1,0.009,0.5294117647058824,0.00619431805146637
65,hybrid2,0.008,0.47058823529411764,0.005092297899427116
65,hybrid3,0.006,0.35294117647058826,0.0031166132802354775
65,framew ,0.002,0.11764705882352941,0.00042030051486813074
65,random ,0.002,0.11764705882352941,0.00042030051486813074
66,content,0.021,0.12209302325581395,0.004485992716619536
66,collab ,0.029,0.1686046511627907,0.008165524205293513
66,hybrid1,0.017,0.09883720930232558,0.003011608761801546
66,hybrid2,0.023,0.13372093023255813,0.005317758700416173
66,hybrid3,0.029,0.1686046511627907,0.008165524205293513
66,framew ,0.048,0.27906976744186046,0.020187859245759148
66,random ,0.013,0.0755813953488372,0.0018052084000939987
67,content,0.008,0.4444444444444444,0.004895960832313341
67,collab ,0.006,0.3333333333333333,0.0029865604778496766
67,hybrid1,0.009,0.5,0.005964214711729622
67,hybrid2,0.007,0.3888888888888889,0.0039003422749343307
67,hybrid3,0.01,0.5555555555555556,0.007097232079489
67,framew ,0.001,0.05555555555555555,0.0001051635292880429
67,random ,0.001,0.05555555555555555,0.0001051635292880429
68,content,0.081,0.12857142857142856,0.017219794496279674
68,collab ,0.066,0.10476190476190476,0.011811600097616531
68,hybrid1,0.063,0.1,0.010834049871023215
68,hybrid2,0.091,0.14444444444444443,0.02127889198668945
68,hybrid3,0.122,0.19365079365079366,0.03591438843713052
68,framew ,0.088,0.13968253968253969,0.020024824162184526
68,random ,0.071,0.10634920634920635,0.012826769848866836
69,content,0.009,0.391304347826087,0.005029962430527525
69,collab ,0.005,0.21739130434782608,0.0017784101013693758
69,hybrid1,0.007,0.30434782608695654,0.0032492291369649547
69,hybrid2,0.008,0.34782608695652173,0.004104669061056953
69,hybrid3,0.009,0.391304347826087,0.005029962430527525
69,framew ,0.005,0.21739130434782608,0.0017784101013693758
69,random ,0.003,0.13043478260869565,0.0006904752771491043
70,content,0.007,0.22580645161290322,0.002564303843839129
70,collab ,0.015,0.4838709677419355,0.009684708920692994
70,hybrid1,0.018,0.5806451612903226,0.013075588199685215
70,hybrid2,0.018,0.5806451612903226,0.013075588199685215
70,hybrid3,0.014,0.45161290322580644,0.008627899810714443
70,framew ,0.009,0.2903225806451613,0.004021946920231385
70,random ,0.003,0.0967741935483871,0.0005279676179860968
71,content,0.01,0.5555555555555556,0.007097232079489
71,collab ,0.003,0.16666666666666666,0.0008549444286121403
71,hybrid1,0.008,0.4444444444444444,0.004895960832313341
71,hybrid2,0.011,0.6111111111111112,0.008288238920474004
71,hybrid3,0.011,0.6111111111111112,0.008288238920474004
71,framew ,0.009,0.5,0.005964214711729622
71,random ,0.002,0.1111111111111111,0.00039928129367139143
72,content,0.003,0.13636363636363635,0.0007181042048990665
72,collab ,0.008,0.36363636363636365,0.0042417815482502655
72,hybrid1,0.006,0.2727272727272727,0.0025593630029859234
72,hybrid2,0.007,0.3181818181818182,0.003361459833985045
72,hybrid3,0.007,0.3181818181818182,0.003361459833985045
72,framew ,0.003,0.13636363636363635,0.0007181042048990665
