uf20-0362 26501 1 2 3 -4 5 6 7 -8 9 -10 -11 12 13 -14 -15 -16 -17 -18 19 20 0
uf20-0371 55645 1 2 -3 -4 5 6 7 -8 9 10 -11 12 -13 14 15 16 -17 -18 -19 20 0
uf20-0392 32154 -1 -2 -3 4 5 -6 7 8 -9 10 11 12 13 -14 15 -16 17 -18 19 20 0
uf20-041 12 -1 -2 -3 4 5 -6 -7 8 9 10 11 12 13 -14 15 16 17 -18 -19 20 0
uf20-0420 6190 1 2 -3 -4 5 -6 7 8 -9 -10 11 -12 -13 14 15 16 -17 -18 -19 -20 0
uf20-0429 34251 1 2 3 -4 5 6 7 8 9 10 11 -12 13 14 15 -16 -17 18 19 20 0
uf20-043 11 -1 2 3 4 -5 6 -7 -8 -9 10 -11 12 -13 14 -15 16 -17 18 19 20 0
uf20-0433 34186 1 2 3 4 5 -6 -7 -8 9 10 11 -12 13 -14 -15 -16 17 -18 -19 -20 0
uf20-0437 6195 1 -2 3 4 5 6 7 8 9 10 11 12 -13 -14 -15 16 -17 18 -19 20 0
uf20-0446 49634 1 -2 3 4 -5 6 -7 8 -9 10 -11 -12 13 14 -15 16 -17 -18 -19 -20 0
uf20-0451 50063 1 -2 -3 4 5 -6 7 8 9 10 -11 -12 13 14 15 16 -17 18 19 -20 0
uf20-0460 51229 1 2 3 4 5 6 7 8 -9 -10 11 12 13 -14 15 -16 17 18 -19 20 0
uf20-0468 12372 -1 2 3 4 -5 -6 -7 -8 9 10 11 12 -13 -14 15 16 -17 -18 -19 20 0
uf20-0471 38221 1 -2 3 -4 -5 6 -7 8 -9 10 -11 -12 13 14 15 -16 -17 18 19 -20 0
uf20-0484 12372 1 2 3 -4 -5 6 7 -8 9 -10 -11 -12 -13 14 15 -16 -17 -18 -19 20 0
uf20-052 7736 -1 2 3 -4 5 6 -7 -8 -9 -10 -11 12 -13 14 15 16 17 -18 -19 20 0
uf20-0522 40191 1 2 -3 4 -5 6 7 -8 9 -10 11 12 13 14 15 16 17 18 19 20 0
uf20-0526 6193 -1 2 3 -4 5 6 7 8 -9 10 -11 12 -13 14 -15 16 17 18 -19 -20 0
uf20-0528 9 -1 -2 -3 4 -5 6 -7 8 -9 10 11 -12 13 -14 -15 16 17 -18 19 -20 0
uf20-0529 16497 -1 -2 -3 4 -5 6 7 8 9 10 11 12 -13 14 15 -16 17 -18 19 20 0
uf20-0533 8253 -1 2 -3 4 -5 6 -7 8 -9 10 11 -12 -13 14 15 16 -17 18 19 -20 0
uf20-0537 24735 -1 2 3 4 -5 6 -7 -8 9 -10 11 12 -13 14 -15 16 17 -18 -19 20 0
uf20-0543 6194 -1 -2 3 -4 -5 6 7 8 -9 10 11 12 13 14 15 16 17 -18 19 -20 0
uf20-0558 20095 -1 -2 3 -4 -5 -6 7 -8 9 -10 11 -12 13 -14 15 -16 -17 -18 19 -20 0
uf20-0564 12375 -1 -2 3 -4 -5 6 7 8 9 10 11 -12 -13 14 -15 16 -17 18 19 20 0
uf20-0592 12372 -1 -2 -3 4 5 6 -7 -8 9 -10 11 12 -13 14 -15 16 -17 -18 19 20 0
uf20-0602 30919 -1 2 3 -4 5 -6 -7 -8 -9 10 11 12 13 14 15 16 -17 -18 19 20 0
uf20-0609 65946 1 2 -3 4 -5 6 7 8 9 -10 -11 -12 -13 14 -15 16 -17 -18 19 -20 0
uf20-0619 35763 -1 -2 3 4 5 6 7 8 -9 -10 -11 12 13 14 15 16 17 18 19 -20 0
uf20-0622 40703 -1 -2 -3 4 5 6 -7 8 9 -10 11 12 13 14 15 -16 17 -18 -19 -20 0
uf20-0634 50035 -1 2 3 -4 5 6 7 -8 9 10 11 12 -13 -14 -15 -16 17 18 -19 -20 0
uf20-0665 49943 -1 2 -3 -4 5 -6 -7 8 9 10 11 12 -13 14 -15 16 17 -18 19 20 0
uf20-0667 80374 -1 2 -3 4 5 6 -7 8 9 10 11 12 13 14 -15 -16 17 18 19 20 0
uf20-0693 6193 -1 -2 -3 -4 5 -6 7 -8 9 10 11 -12 13 14 15 16 17 -18 19 20 0
uf20-070 43099 -1 2 3 4 -5 -6 -7 8 9 10 11 -12 13 -14 -15 -16 17 18 19 -20 0
uf20-071 49459 1 2 -3 4 5 6 -7 -8 -9 -10 11 -12 13 -14 15 -16 -17 -18 -19 20 0
uf20-0738 86550 -1 2 3 4 -5 6 7 8 9 10 11 -12 13 -14 -15 16 17 18 19 20 0
uf20-0742 62678 1 2 3 4 5 -6 7 8 9 -10 11 -12 -13 14 15 16 17 18 19 20 0
uf20-0747 24735 -1 -2 -3 -4 -5 6 -7 8 -9 10 11 12 13 14 15 -16 17 -18 19 20 0
uf20-0765 30916 -1 2 3 -4 5 -6 -7 8 9 10 11 12 -13 -14 -15 16 17 -18 19 -20 0
uf20-0766 43279 1 2 -3 -4 -5 6 7 8 9 10 -11 12 13 14 15 16 -17 -18 -19 20 0
uf20-0772 46552 1 2 -3 4 -5 -6 -7 8 9 10 -11 12 13 14 15 -16 17 18 -19 -20 0
uf20-0778 24737 1 2 -3 4 5 -6 -7 8 -9 10 11 12 -13 14 15 16 -17 18 -19 20 0
uf20-0779 10826 -1 2 -3 4 -5 -6 7 8 9 -10 11 12 -13 -14 15 -16 17 -18 -19 20 0
uf20-0780 24734 -1 -2 3 -4 -5 6 7 -8 9 10 11 -12 -13 14 15 16 -17 -18 19 -20 0
uf20-0783 6194 -1 2 -3 4 -5 -6 7 8 9 -10 11 -12 13 14 15 16 17 -18 19 20 0
uf20-0804 60479 1 2 3 4 -5 6 -7 8 -9 -10 11 12 13 14 -15 16 -17 -18 -19 20 0
uf20-0807 26279 -1 -2 -3 4 5 -6 7 8 -9 -10 11 12 -13 14 -15 16 17 -18 19 -20 0
uf20-0808 8 -1 2 3 -4 -5 -6 -7 8 -9 10 -11 -12 13 -14 15 16 -17 -18 -19 20 0
uf20-0816 31799 1 2 3 -4 5 -6 7 -8 -9 -10 11 12 13 14 15 -16 -17 -18 19 -20 0
uf20-0817 43965 -1 -2 3 -4 -5 6 -7 8 9 10 11 -12 13 14 15 -16 -17 -18 -19 20 0
uf20-0856 89022 -1 -2 3 4 5 -6 7 8 9 10 11 12 13 14 15 -16 17 -18 19 -20 0
uf20-0880 28443 -1 2 -3 4 5 6 -7 -8 9 10 11 12 -13 14 15 16 -17 18 -19 -20 0
uf20-0884 12373 -1 2 -3 4 5 -6 7 -8 9 -10 11 -12 13 14 -15 16 -17 -18 -19 20 0
uf20-0889 20615 1 -2 -3 4 5 -6 -7 8 -9 10 -11 12 -13 -14 15 16 17 18 19 20 0
uf20-0897 15465 -1 2 3 4 5 -6 7 8 -9 10 11 -12 -13 14 15 -16 -17 18 19 -20 0
uf20-0905 48004 -1 -2 3 -4 5 6 -7 8 9 -10 -11 12 13 14 -15 -16 -17 18 19 20 0
uf20-0928 6190 -1 2 -3 4 -5 -6 -7 8 9 -10 11 12 -13 -14 -15 -16 17 18 -19 20 0
uf20-0930 6190 -1 2 3 -4 -5 -6 7 -8 9 -10 11 -12 -13 14 -15 -16 -17 18 19 20 0
uf20-0944 12370 -1 2 3 4 5 -6 -7 -8 -9 -10 -11 -12 13 -14 15 16 -17 -18 19 -20 0
uf20-0964 55427 -1 2 -3 4 5 6 -7 8 -9 -10 11 12 -13 -14 15 16 17 -18 -19 20 0
uf20-0969 14845 -1 2 3 4 5 6 -7 8 -9 -10 -11 12 -13 -14 -15 -16 -17 18 19 20 0
uf20-0987 30916 -1 2 -3 4 5 -6 7 8 9 10 11 -12 13 -14 -15 16 -17 18 -19 -20 0
uf20-0990 14437 1 -2 3 4 5 6 7 8 -9 10 11 -12 13 -14 -15 16 17 18 -19 20 0
