uf20-0665 1510 -1 2 -3 -4 5 -6 -7 8 9 10 11 12 -13 14 -15 16 17 -18 19 20 0
uf20-0667 504 1 2 3 -4 -5 -6 -7 -8 -9 10 -11 -12 13 14 -15 -16 17 -18 19 -20 0
uf20-0693 198 -1 -2 -3 -4 5 -6 7 -8 9 10 11 -12 13 14 15 16 17 -18 19 20 0
uf20-070 1376 1 -2 -3 -4 -5 6 -7 -8 9 10 11 12 13 -14 -15 -16 17 18 19 -20 0
uf20-071 1493 1 2 -3 4 5 6 -7 -8 -9 -10 11 -12 13 -14 15 -16 -17 -18 -19 20 0
uf20-0738 563 1 2 -3 -4 -5 6 7 -8 -9 10 11 -12 -13 -14 -15 -16 -17 -18 -19 20 0
uf20-0742 1098 -1 2 -3 4 5 6 7 8 9 -10 -11 -12 -13 14 15 16 17 -18 -19 20 0
uf20-0747 755 -1 -2 -3 -4 -5 6 -7 8 -9 10 11 12 13 14 15 -16 17 -18 19 20 0
uf20-0765 941 -1 2 3 -4 5 -6 -7 8 9 10 11 12 -13 -14 -15 16 17 -18 19 -20 0
uf20-0766 1311 1 2 -3 -4 -5 6 7 8 9 10 -11 12 13 14 15 16 -17 -18 -19 20 0
uf20-0772 1407 1 2 -3 4 -5 -6 -7 8 9 10 -11 12 13 14 15 -16 17 18 -19 -20 0
uf20-0778 755 1 2 -3 4 5 -6 -7 8 -9 10 11 12 -13 14 15 16 -17 18 -19 20 0
uf20-0779 335 -1 2 -3 4 -5 -6 7 8 9 -10 11 12 -13 -14 15 -16 17 -18 -19 20 0
uf20-0780 754 -1 -2 3 -4 -5 6 7 -8 9 10 11 -12 -13 14 15 16 -17 -18 19 -20 0
uf20-0783 199 -1 2 -3 4 -5 -6 7 8 9 -10 11 -12 13 14 15 16 17 -18 19 20 0
uf20-0804 1826 1 2 3 4 -5 6 -7 8 -9 -10 11 12 13 14 -15 16 -17 -18 -19 20 0
uf20-0807 799 -1 -2 -3 4 5 -6 7 8 -9 -10 11 12 -13 14 -15 16 17 -18 19 -20 0
uf20-0808 8 -1 2 3 -4 -5 -6 -7 8 -9 10 -11 -12 13 -14 15 16 -17 -18 -19 20 0
uf20-0816 965 1 2 3 -4 5 -6 7 -8 -9 -10 11 12 13 14 15 -16 -17 -18 19 -20 0
uf20-0817 1329 -1 -2 3 -4 -5 6 -7 8 9 10 11 -12 13 14 15 -16 -17 -18 -19 20 0
uf20-0856 2686 -1 -2 3 4 5 -6 7 8 9 10 11 12 13 14 15 -16 17 -18 19 -20 0
uf20-0880 864 -1 2 -3 4 5 6 -7 -8 9 10 11 12 -13 14 15 16 -17 18 -19 -20 0
uf20-0884 382 -1 2 -3 4 5 -6 7 -8 9 -10 11 -12 13 14 -15 16 -17 -18 -19 20 0
uf20-0889 631 1 -2 -3 4 5 -6 -7 8 -9 10 -11 12 -13 -14 15 16 17 18 19 20 0
uf20-0897 477 -1 2 3 4 5 -6 7 8 -9 10 11 -12 -13 14 15 -16 -17 18 19 -20 0
uf20-0905 1450 -1 -2 3 -4 5 6 -7 8 9 -10 -11 12 13 14 -15 -16 -17 18 19 20 0
uf20-0928 195 -1 2 -3 4 -5 -6 -7 8 9 -10 11 12 -13 -14 -15 -16 17 18 -19 20 0
uf20-0930 195 -1 2 3 -4 -5 -6 7 -8 9 -10 11 -12 -13 14 -15 -16 -17 18 19 20 0
uf20-0944 380 -1 2 3 4 5 -6 -7 -8 -9 -10 -11 -12 13 -14 15 16 -17 -18 19 -20 0
uf20-0964 1944 1 -2 -3 4 5 6 -7 8 -9 10 -11 -12 13 14 15 16 17 -18 -19 20 0
uf20-0969 455 -1 2 3 4 5 6 -7 8 -9 -10 -11 12 -13 -14 -15 -16 -17 18 19 20 0
uf20-0987 938 -1 2 -3 4 5 -6 7 8 9 10 11 -12 13 -14 -15 16 -17 18 -19 -20 0
uf20-0990 448 1 -2 3 4 5 6 7 8 -9 10 11 -12 13 -14 -15 16 17 18 -19 20 0
