uf20-0232 59708 1 -2 -3 4 5 -6 7 8 -9 10 11 -12 13 -14 15 16 -17 18 19 -20 0
uf20-0241 38232 -1 -2 -3 4 -5 -6 7 -8 -9 10 11 -12 -13 -14 15 -16 17 18 19 20 0
uf20-025 83072 1 2 3 4 5 -6 7 -8 9 10 11 -12 -13 14 15 16 17 18 19 20 0
uf20-0250 56616 -1 2 3 4 -5 -6 7 8 9 10 -11 12 13 14 15 16 17 -18 -19 20 0
uf20-0262 44132 1 -2 -3 4 -5 -6 -7 8 9 -10 -11 12 -13 -14 15 -16 17 18 -19 20 0
uf20-0278 18172 -1 -2 -3 -4 -5 -6 -7 -8 -9 -10 -11 12 -13 14 15 16 -17 -18 -19 -20 0
uf20-0280 44995 1 -2 -3 -4 5 6 7 8 -9 10 11 -12 13 -14 -15 16 17 18 -19 20 0
uf20-0285 41535 1 -2 3 -4 5 6 -7 -8 -9 -10 -11 12 -13 14 15 -16 17 -18 19 -20 0
uf20-0312 36344 -1 -2 -3 -4 5 -6 -7 -8 9 10 11 -12 -13 14 -15 16 17 -18 -19 -20 0
uf20-0314 51569 1 -2 -3 4 5 6 7 -8 -9 -10 11 -12 13 14 15 16 17 18 -19 20 0
uf20-0318 57978 1 2 -3 4 -5 6 -7 -8 9 10 11 12 13 14 -15 16 17 -18 19 20 0
uf20-0327 51241 1 -2 -3 4 5 6 7 8 9 10 11 -12 13 -14 -15 16 -17 18 -19 -20 0
uf20-033 32096 -1 -2 -3 4 -5 -6 7 -8 -9 10 11 -12 13 14 15 16 -17 -18 -19 -20 0
uf20-0339 51919 -1 2 -3 4 -5 6 7 -8 9 -10 -11 -12 13 14 15 16 -17 18 19 20 0
uf20-0348 75284 -1 2 3 4 5 -6 -7 8 9 10 -11 12 13 -14 15 16 17 18 19 20 0
uf20-0351 59708 -1 2 -3 4 5 -6 7 8 9 -10 -11 12 13 -14 15 16 -17 18 19 -20 0
uf20-0362 45986 1 2 3 -4 5 6 7 -8 9 -10 -11 12 13 -14 -15 -16 -17 -18 19 20 0
uf20-0371 38942 1 2 -3 -4 5 6 7 -8 9 10 -11 12 -13 14 15 16 -17 -18 -19 20 0
uf20-0392 48805 -1 -2 -3 4 5 -6 7 8 -9 10 11 12 13 -14 15 -16 17 -18 19 20 0
uf20-041 62304 -1 -2 -3 4 5 -6 -7 8 9 10 11 12 13 -14 15 16 17 -18 -19 20 0
uf20-0420 44132 1 2 -3 -4 5 -6 7 8 -9 -10 11 -12 -13 14 15 16 -17 -18 -19 -20 0
uf20-0429 70691 1 2 3 -4 5 6 7 8 9 10 11 -12 13 14 15 16 -17 -18 19 20 0
uf20-043 59708 -1 2 3 4 -5 6 -7 8 -9 10 -11 12 -13 14 -15 16 -17 18 19 20 0
uf20-0433 37566 1 2 3 4 5 -6 -7 -8 9 10 11 -12 13 -14 -15 -16 17 -18 -19 -20 0
uf20-0437 70092 1 -2 3 4 5 6 7 8 9 10 11 12 -13 -14 -15 16 -17 18 -19 20 0
uf20-0446 46207 1 2 -3 4 5 -6 -7 8 9 -10 -11 12 13 14 15 16 17 -18 -19 -20 0
uf20-0451 47487 1 -2 -3 4 5 -6 7 8 9 -10 -11 12 -13 14 15 16 -17 18 19 -20 0
uf20-0460 56368 1 2 3 4 5 6 7 8 -9 -10 11 12 13 -14 15 -16 17 18 -19 20 0
uf20-0468 46728 -1 2 3 4 -5 -6 -7 -8 9 10 11 12 -13 -14 15 16 -17 -18 -19 20 0
uf20-0471 35872 1 -2 3 -4 -5 6 -7 8 -9 10 -11 -12 13 14 15 -16 -17 18 19 -20 0
uf20-0484 41536 1 2 3 -4 -5 6 7 -8 9 -10 -11 -12 -13 14 15 -16 -17 -18 -19 20 0
uf20-052 58410 1 2 3 -4 5 6 -7 -8 -9 -10 11 12 13 14 15 16 17 -18 -19 20 0
uf20-0522 44393 -1 2 3 4 -5 6 7 8 9 -10 -11 12 -13 14 15 16 -17 -18 -19 20 0
uf20-0526 59708 -1 2 3 -4 5 6 7 8 -9 10 -11 12 -13 14 -15 16 17 18 -19 -20 0
uf20-0528 46728 -1 -2 -3 4 -5 6 -7 8 -9 10 11 -12 13 -14 -15 16 17 -18 19 -20 0
uf20-0529 62304 1 -2 -3 4 -5 6 7 8 9 10 11 12 -13 14 15 -16 17 -18 19 20 0
uf20-0533 53650 -1 2 -3 4 -5 6 -7 8 -9 10 11 -12 -13 14 15 16 -17 18 19 -20 0
uf20-0537 47469 -1 2 3 4 -5 6 -7 -8 9 -10 -11 12 -13 14 -15 16 17 18 -19 20 0
uf20-0543 64900 -1 -2 3 -4 -5 6 7 8 -9 10 11 12 13 14 15 16 17 -18 19 -20 0
uf20-0558 29205 -1 -2 3 -4 -5 -6 7 -8 9 -10 -11 -12 13 -14 15 -16 17 -18 19 -20 0
uf20-0564 57112 -1 -2 3 -4 -5 6 7 8 9 10 11 -12 -13 14 -15 16 -17 18 19 20 0
uf20-0592 53867 1 -2 3 4 5 6 -7 -8 9 -10 11 12 -13 14 -15 -16 17 -18 19 20 0
uf20-0602 49324 -1 2 3 -4 5 -6 -7 -8 -9 10 11 12 13 14 15 16 -17 -18 19 20 0
uf20-0609 24232 1 2 -3 4 -5 6 7 8 9 -10 -11 -12 -13 14 -15 16 -17 -18 19 -20 0
uf20-0619 57671 -1 -2 3 4 5 6 7 8 -9 -10 -11 12 13 14 15 16 17 18 19 -20 0
uf20-0622 44996 -1 2 -3 4 5 6 -7 8 -9 -10 11 -12 13 14 15 16 17 -18 -19 -20 0
uf20-0634 40692 -1 2 -3 -4 5 -6 7 -8 -9 10 11 12 -13 -14 -15 16 17 18 19 20 0
uf20-0665 41332 -1 2 -3 -4 5 -6 -7 8 9 10 11 12 -13 14 -15 16 17 -18 19 20 0
uf20-0667 34613 1 2 3 -4 -5 -6 -7 -8 -9 10 -11 -12 13 14 -15 -16 17 -18 19 -20 0
uf20-0693 59708 -1 -2 -3 -4 5 -6 7 -8 9 10 11 -12 13 14 15 16 17 -18 19 20 0
uf20-070 46578 1 -2 -3 4 -5 -6 -7 8 9 10 11 -12 -13 14 15 16 17 18 19 -20 0
uf20-071 38075 1 -2 3 4 -5 6 -7 -8 9 -10 11 -12 13 14 -15 -16 -17 -18 -19 20 0
uf20-0738 41536 -1 2 3 4 -5 6 7 8 9 10 11 -12 13 -14 -15 16 17 18 19 20 0
uf20-0742 56759 1 2 3 4 5 -6 7 8 9 -10 11 -12 -13 14 15 16 17 18 19 20 0
uf20-0747 46728 -1 -2 -3 -4 -5 6 -7 8 -9 10 11 12 13 14 15 -16 17 -18 19 20 0
uf20-0765 44132 -1 2 3 -4 5 -6 -7 8 9 10 11 12 -13 -14 -15 16 17 -18 19 -20 0
uf20-0766 53474 1 2 -3 4 -5 6 7 8 -9 -10 -11 12 -13 14 15 16 -17 -18 19 20 0
uf20-0772 43877 -1 2 -3 4 -5 6 -7 8 9 10 -11 12 13 14 15 -16 17 18 -19 -20 0
uf20-0778 57112 1 2 -3 4 5 -6 -7 8 -9 10 11 12 -13 14 15 16 -17 18 -19 20 0
uf20-0779 50622 1 2 -3 4 -5 -6 7 8 9 -10 11 12 -13 -14 15 -16 17 -18 -19 20 0
uf20-0780 41536 -1 -2 3 -4 -5 6 7 -8 9 10 11 -12 -13 14 15 16 -17 -18 19 -20 0
uf20-0783 64900 -1 2 -3 4 -5 -6 7 8 9 -10 11 -12 13 14 15 16 17 -18 19 20 0
uf20-0804 47967 1 -2 3 4 5 -6 -7 8 -9 -10 -11 12 -13 14 15 16 17 -18 19 20 0
uf20-0807 62953 -1 2 3 4 5 -6 7 -8 -9 -10 11 -12 13 14 15 16 17 18 19 20 0
uf20-0808 35592 -1 2 3 -4 -5 -6 -7 8 -9 10 -11 -12 13 -14 15 16 -17 -18 -19 20 0
uf20-0816 38135 1 2 -3 -4 5 -6 7 -8 -9 -10 -11 12 13 14 15 -16 17 -18 19 -20 0
uf20-0817 32129 1 -2 3 -4 -5 6 -7 8 9 10 11 -12 13 14 15 -16 -17 -18 -19 20 0
uf20-0856 30253 -1 -2 3 4 5 -6 7 8 9 10 11 12 13 14 15 -16 17 -18 19 -20 0
uf20-0880 43154 -1 2 -3 4 5 6 -7 -8 9 10 11 12 -13 14 15 16 -17 18 -19 -20 0
uf20-0884 40041 -1 2 -3 4 5 -6 7 -8 9 -10 11 -12 13 14 -15 16 -17 -18 -19 20 0
uf20-0889 47456 1 -2 -3 4 5 -6 -7 8 -9 10 -11 12 -13 14 15 -16 17 18 19 20 0
uf20-0897 48940 -1 2 3 4 5 -6 7 8 -9 -10 11 -12 13 14 15 -16 -17 18 19 -20 0
uf20-0905 37946 -1 -2 3 -4 5 -6 7 -8 9 -10 -11 12 13 14 15 -16 17 18 19 20 0
uf20-0928 37817 -1 2 -3 4 -5 -6 -7 8 9 -10 11 12 -13 -14 -15 -16 17 18 -19 20 0
uf20-0930 37817 -1 2 3 -4 -5 -6 7 -8 9 -10 11 -12 -13 14 -15 -16 -17 18 19 20 0
uf20-0944 31144 -1 2 3 4 5 -6 -7 -8 -9 -10 -11 -12 13 -14 15 16 -17 -18 19 -20 0
uf20-0964 30223 1 -2 -3 4 5 6 -7 8 -9 10 -11 -12 13 14 15 16 17 -18 -19 20 0
uf20-0969 40041 -1 2 3 4 5 6 7 -8 -9 -10 -11 12 -13 -14 -15 -16 -17 18 19 20 0
uf20-0987 37815 -1 2 -3 4 5 -6 7 8 9 10 11 -12 13 -14 -15 16 -17 18 -19 -20 0
uf20-0990 57095 1 -2 3 4 5 6 7 8 -9 10 11 -12 13 -14 -15 16 17 18 -19 20 0
