userId,movieId,rating,timestamp
1,3578,5.0,964980668
1,3639,4.0,964982271
1,3702,5.0,964983737
1,3729,5.0,964982363
1,3744,4.0,964980694
1,3809,4.0,964981220
1,5060,5.0,964984002
2,333,4.0,1445715029
2,3578,4.0,1445714885
2,8798,3.5,1445714960
2,48516,4.0,1445715064
2,60756,5.0,1445714980
2,71535,3.0,1445714974
2,77455,3.0,1445714941
2,80489,4.5,1445715340
2,86345,4.0,1445715166
2,91529,3.5,1445714891
2,99114,3.5,1445714874
2,109487,3.0,1445715145
2,114060,2.0,1445715276
2,122882,5.0,1445715272
3,31,0.5,1306463578
3,647,0.5,1306463619
3,720,0.5,1306463595
3,914,0.5,1306463567
3,1124,0.5,1306464216
3,1272,0.5,1306463624
3,1302,0.5,1306464189
3,1587,4.5,1306464003
3,2080,0.5,1306463572
3,2105,2.0,1306463559
3,2424,0.5,1306464293
3,3024,4.5,1306464054
3,3703,5.0,1306463603
3,4518,5.0,1306463770
3,5181,5.0,1306463718
3,5764,4.5,1306464021
3,6238,0.5,1306464204
3,7899,4.5,1306464036
3,26409,4.5,1306463993
3,72378,0.5,1306464164
4,32,2.0,945173447
4,47,2.0,945173425
4,58,3.0,964538444
4,125,5.0,964622758
4,162,5.0,945078571
4,176,5.0,964622565
4,215,5.0,945079078
4,232,5.0,964622684
4,247,3.0,986848894
4,265,5.0,964538468
4,319,5.0,945079182
4,345,4.0,945629063
4,351,3.0,986934901
4,368,4.0,945078690
4,441,1.0,986934915
4,457,5.0,945079259
4,492,5.0,945079872
4,538,5.0,945078636
4,553,2.0,945079301
4,593,5.0,964539986
4,599,2.0,945078587
4,648,3.0,945079906
4,759,3.0,945078601
4,892,4.0,964622714
4,899,4.0,945079653
4,904,4.0,945079837
4,910,5.0,945173989
4,914,5.0,945079670
4,920,5.0,945173602
4,937,3.0,986849085
4,1046,5.0,945173654
4,1060,2.0,986934819
4,1077,5.0,945173692
4,1080,5.0,986934696
4,1086,5.0,964539723
4,1103,5.0,964539723
4,1179,4.0,964539180
4,1188,5.0,964538500
4,1197,5.0,964538763
4,1199,2.0,945078967
4,1211,1.0,964539205
4,1219,4.0,964539961
4,1250,5.0,945174008
4,1265,4.0,964622684
4,1279,2.0,986934832
4,1283,5.0,945078690
4,1291,4.0,964538763
4,1391,1.0,945173766
4,1466,4.0,945173492
4,1517,4.0,945079790
4,1597,1.0,945079906
4,1641,4.0,964622758
4,1719,4.0,945079956
4,1733,5.0,945079143
4,1834,5.0,945174134
4,1883,4.0,964622642
4,1892,2.0,964539431
4,1907,3.0,964540505
4,1916,1.0,986934786
4,1947,5.0,945079653
4,1967,5.0,945078967
4,2019,2.0,945078690
4,2078,5.0,945079521
4,2145,3.0,986935328
4,2174,5.0,964539855
4,2203,4.0,945079729
4,2282,1.0,945629238
4,2336,2.0,964538964
4,2359,4.0,964622590
4,2395,3.0,964623306
4,2467,4.0,945079858
4,2583,5.0,945078863
4,2628,1.0,986848894
4,2692,5.0,945079013
4,2762,4.0,964539986
4,2770,2.0,945173553
4,2843,5.0,945078814
4,2874,4.0,986935016
4,2926,5.0,986934870
4,2973,2.0,945078946
4,3033,4.0,986936200
4,3060,4.0,986934884
4,3083,5.0,964622487
4,3175,1.0,964538930
4,3204,4.0,964539828
4,3317,4.0,986934498
4,3365,5.0,964538329
4,3408,4.0,986849238
4,3489,1.0,986848908
4,3538,2.0,986849212
4,3788,3.0,964539085
4,3851,5.0,986849180
4,3911,3.0,986849149
4,3996,4.0,986849130
4,4014,1.0,986849254
4,4021,4.0,986849180
4,4029,3.0,986849226
4,4034,5.0,986848753
4,4121,4.0,986934901
4,4166,3.0,986848700
4,4239,5.0,986848685
4,4252,3.0,1007569465
4,4273,4.0,1007574470
4,4347,4.0,1007569586
4,4641,1.0,1007569586
4,4765,5.0,1007569445
4,4896,4.0,1007574532
4,4967,5.0,1007569424
5,21,4.0,847435238
5,36,4.0,847435292
5,50,4.0,847434881
5,110,4.0,847434880
5,153,3.0,847434802
5,247,5.0,847435337
5,261,4.0,847435238
5,266,1.0,847435311
5,296,5.0,847434748
5,316,2.0,847434832
5,344,3.0,847434802
5,357,2.0,847435238
5,367,4.0,847435129
5,410,3.0,847435292
5,474,4.0,847435337
5,515,3.0,847435129
5,531,4.0,847435258
5,588,4.0,847434801
5,590,5.0,847434747
5,594,5.0,847435238
5,596,5.0,847435292
5,608,3.0,847435258
6,3,5.0,845554296
6,5,5.0,845553938
6,7,4.0,845554264
6,10,3.0,845553253
6,13,3.0,845555588
6,16,4.0,845553819
6,19,2.0,845553382
6,22,5.0,845553875
6,25,3.0,845553695
6,27,3.0,845555402
6,32,4.0,845553426
6,36,5.0,845553726
6,43,4.0,845555607
6,46,4.0,845554551
6,50,1.0,845553381
6,60,4.0,845554263
6,62,4.0,845553660
6,66,3.0,845555151
6,79,3.0,845554907
6,87,3.0,845555300
6,89,4.0,845555124
6,93,4.0,845554584
6,100,3.0,845555151
6,104,4.0,845554349
6,110,5.0,845553283
6,113,3.0,845556257
6,135,3.0,845554987
6,141,4.0,845553586
6,146,4.0,845555607
6,151,4.0,845553586
6,158,4.0,845553660
6,160,5.0,845553457
6,163,3.0,845553907
6,168,5.0,845553695
6,171,3.0,845555402
6,177,3.0,845554931
6,180,2.0,845555006
6,185,3.0,845553283
6,189,3.0,845556241
6,195,4.0,845554455
6,201,3.0,845556290
6,205,3.0,845555477
6,208,3.0,845553253
6,210,4.0,845556310
6,216,4.0,845554099
6,218,2.0,845553994
6,222,4.0,845554024
6,225,4.0,845553381
6,231,3.0,845553174
6,236,4.0,845553559
6,239,3.0,845554987
6,243,3.0,845555588
6,250,4.0,845555588
6,252,4.0,845553619
6,254,3.0,845555655
6,257,5.0,845554176
6,261,4.0,845553695
6,265,3.0,845553726
6,267,3.0,845554376
6,271,4.0,845555249
6,274,4.0,845555151
6,277,5.0,845553844
6,281,4.0,845554320
6,288,2.0,845553283
6,291,3.0,845555571
6,293,3.0,845553660
6,302,3.0,845555436
6,304,4.0,845555546
6,312,1.0,845555151
6,314,5.0,845554603
6,316,5.0,845553174
6,318,5.0,845553200
6,329,4.0,845553200
6,332,3.0,845555046
6,336,3.0,845556223
6,339,4.0,845553253
6,342,3.0,845553938
6,344,3.0,845553146
6,348,3.0,845553938
6,350,5.0,845553489
6,352,3.0,845555382
6,354,4.0,845555402
6,356,5.0,845553200
6,358,3.0,845555265
6,360,3.0,845555094
6,362,3.0,845553994
6,366,3.0,845554962
6,368,5.0,845553726
6,371,3.0,845554141
6,377,5.0,845553317
6,380,4.0,845553110
6,382,3.0,845554397
6,405,3.0,845554603
6,412,3.0,845554505
6,416,3.0,845554962
6,426,3.0,845554551
6,434,4.0,845553200
6,437,3.0,845554505
6,445,3.0,845555124
6,454,4.0,845553283
6,457,5.0,845553174
6,460,3.0,845555281
6,468,4.0,845553907
6,472,3.0,845555632
6,475,4.0,845554099
6,480,5.0,845553200
6,489,3.0,845554505
6,491,4.0,845554141
6,494,3.0,845554176
6,500,5.0,845553354
6,505,3.0,845555317
6,509,3.0,845553522
6,515,4.0,845553794
6,520,3.0,845553844
6,527,3.0,845553426
6,532,3.0,845554224
6,537,3.0,845554551
6,540,3.0,845554099
6,543,3.0,845554099
6,548,3.0,845554908
6,553,5.0,845553559
6,575,3.0,845555070
6,588,5.0,845553146
6,590,5.0,845553109
6,593,4.0,845553174
6,595,5.0,845553174
6,597,4.0,845553354
6,608,3.0,845553844
6,616,5.0,845554062
6,631,4.0,845555265
6,640,1.0,845555362
6,662,3.0,845556147
6,694,3.0,845555694
6,700,4.0,845556147
6,708,4.0,845554376
6,710,3.0,845556223
6,719,2.0,845555694
6,747,3.0,845555046
6,765,3.0,845555632
6,780,5.0,845556915
6,795,3.0,845556506
6,801,3.0,845556194
6,818,3.0,845555514
6,835,4.0,845556194
6,838,4.0,845555514
6,842,3.0,845555675
6,852,4.0,845555694
6,880,3.0,845556181
6,888,3.0,845556448
6,979,3.0,845556808
6,986,4.0,845556475
6,996,4.0,845556323
6,1004,4.0,845556506
6,1042,3.0,845556462
6,1061,4.0,845556860
6,1073,3.0,845555571
6,1084,3.0,845555454
7,50,4.5,1106635993
7,150,4.5,1106635925
7,260,5.0,1106635933
7,380,3.0,1106635937
7,480,5.0,1106635917
7,588,3.0,1106635971
7,592,3.0,1106635922
7,595,3.5,1106712636
7,750,4.0,1106636810
7,920,3.0,1106635685
7,1101,4.0,1106635502
7,1196,4.0,1106635996
7,1210,4.0,1106635965
7,1220,4.5,1106635464
7,1246,1.5,1106635678
7,1517,3.5,1106635489
7,1610,4.0,1106635429
7,1682,3.0,1106635653
7,1917,4.0,1106635484
7,1954,4.5,1106635657
7,2324,2.0,1106712559
7,2529,5.0,1106635640
7,2640,3.0,1106635540
7,2683,2.0,1106635420
7,2701,1.5,1106713076
7,2762,4.5,1106635648
7,3114,4.5,1106635500
7,3408,4.5,1106712549
7,3623,1.0,1106712541
7,3869,5.0,1106635733
7,3977,2.5,1106635635
7,4018,4.0,1106712913
7,4246,2.0,1110855253
7,4310,0.5,1107127033
7,4643,1.0,1106635749
7,4844,1.5,1161738352
7,4886,4.0,1106636531
7,4963,4.0,1106636702
7,4995,4.5,1106636610
7,5349,3.5,1106636606
7,5445,4.0,1106636707
7,5464,3.0,1106636612
7,5618,5.0,1106713586
7,5952,4.5,1106636527
7,5991,4.5,1106712818
7,6365,4.0,1106712831
7,6539,4.5,1106636584
7,6934,2.0,1106712812
7,7153,4.0,1106636520
7,7445,4.0,1107473963
7,8360,3.5,1106636782
7,8373,2.0,1108602792
7,8636,4.5,1106636511
7,8666,1.0,1106779625
7,8798,4.5,1106636602
7,8865,1.0,1106713549
7,8907,1.0,1110757877
7,8949,4.0,1110757890
7,8958,3.5,1110173697
7,8965,1.0,1106636095
7,8972,2.5,1111552650
7,27741,3.0,1107474020
7,30816,2.0,1107127004
7,32029,2.0,1118025946
7,32296,2.0,1118026013
7,33162,3.5,1116550784
7,33794,2.0,1121041002
7,34048,3.0,1121041015
7,37741,3.5,1162163504
7,42002,4.5,1144806100
7,45517,4.5,1157066190
7,45730,0.5,1161738279
7,48516,1.0,1169687318
7,48997,2.5,1174263740
7,49278,3.5,1174263775
7,49824,3.0,1173051469
8,10,2.0,839463509
8,21,4.0,839463564
8,34,5.0,839463546
8,47,4.0,839463546
8,110,3.0,839463527
8,150,4.0,839463422
8,185,5.0,839463509
8,208,3.0,839463509
8,235,3.0,839464076
8,252,3.0,839463856
8,282,3.0,839463767
8,296,4.0,839463422
8,318,5.0,839463489
8,356,3.0,839463527
8,364,5.0,839463546
8,377,4.0,839463644
8,432,1.0,839463702
8,454,4.0,839463546
8,480,4.0,839463527
8,527,5.0,839463728
8,586,3.0,839463702
8,590,5.0,839463422
8,593,4.0,839463470
9,41,3.0,1044656650
9,223,4.0,1044656650
9,627,3.0,1044657102
9,923,5.0,1044657026
9,1095,4.0,1044657088
9,1270,5.0,1044657088
9,1987,2.0,1044656716
9,2012,4.0,1044657237
9,2300,5.0,1044657072
9,2901,2.0,1044656716
9,3328,3.0,1044656650
9,4131,1.0,1044657221
9,4993,5.0,1044657051
9,5378,3.0,1044656811
9,5447,4.0,1044656836
9,5481,5.0,1044656836
9,5841,1.0,1044657318
9,5872,3.0,1044656962
9,5891,1.0,1044657318
9,5902,5.0,1044656934
9,5956,4.0,1044656962
9,5965,4.0,1044657185
9,6001,4.0,1044657072
10,296,1.0,1455303387
10,588,4.0,1455306173
10,912,4.0,1455302254
10,1088,3.0,1455619275
10,1307,3.0,1455357613
10,1907,4.0,1455306183
10,2671,3.5,1455357517
10,2858,1.0,1455356578
10,3578,4.0,1455356591
10,4246,3.5,1455302676
10,4447,4.5,1455398321
10,4995,4.0,1455301798
10,5377,3.5,1455301898
10,5943,3.0,1455303078
10,5957,3.0,1455397999
10,6266,3.0,1455303070
10,6535,4.0,1455398379
10,7149,4.0,1455399533
10,7153,4.0,1455356347
10,7169,4.5,1455303046
10,7375,4.0,1455303057
10,7458,5.0,1455356656
10,8533,5.0,1455301847
10,8665,3.5,1455356327
10,8869,5.0,1455303064
10,8969,3.5,1455302697
10,30749,3.5,1455398096
10,31685,4.5,1455357602
10,33679,3.0,1455357626
10,40629,3.0,1455356796
10,41285,2.5,1455301854
10,49272,5.0,1455302162
10,51662,3.0,1455356357
10,51834,1.5,1455399396
10,56367,3.5,1455301825
10,58047,3.5,1455302791
10,59333,2.5,1455357564
10,60397,3.0,1455302689
10,61250,2.5,1455398339
10,63992,4.5,1455356863
10,66203,3.5,1455357596
10,69406,4.5,1455302747
10,70183,3.0,1455357636
10,71579,5.0,1455301869
10,72330,3.5,1455399573
10,72720,3.5,1455301822
10,72998,2.5,1455356351
10,74450,3.0,1455357541
10,78772,3.0,1455356988
10,80549,3.5,1455399347
10,81845,5.0,1455302591
10,82167,3.5,1455357720
10,84374,3.5,1455357730
10,87222,3.5,1455306257
10,88810,3.0,1455399281
10,91529,5.0,1455302120
10,94070,4.5,1455357387
10,95449,4.0,1455356885
10,95543,3.5,1455399376
10,97024,0.5,1455301892
10,98203,3.0,1455356994
10,103339,4.0,1455356177
10,105211,2.5,1455399232
10,106696,4.5,1455306204
10,107141,2.0,1455399188
10,109487,0.5,1455398092
10,112006,4.0,1455398144
10,113394,4.0,1455398275
10,129428,3.5,1455357384
10,137595,4.0,1455356898
11,6,5.0,902154266
11,36,4.0,902155135
11,95,3.0,902154458
11,150,5.0,902154266
11,165,3.0,902154567
11,208,3.0,902154706
11,318,4.0,902155070
11,356,5.0,901200263
11,376,2.0,902154684
11,380,4.0,902154431
11,457,5.0,902154316
11,474,4.0,902154431
11,493,3.0,902154805
11,529,5.0,902155043
11,593,5.0,902155102
11,733,4.0,902154431
11,780,4.0,902154487
11,1101,5.0,901200233
11,1358,4.0,902155136
11,1385,3.0,902154542
11,1408,5.0,902154383
11,1518,4.0,902154431
11,1573,3.0,902154542
11,1586,4.0,902154487
11,1604,4.0,902154647
11,1616,3.0,902154542
11,1693,5.0,902155102
11,1721,5.0,902154989
11,1840,4.0,901200111
11,1917,4.0,901200037
11,1923,4.0,904510428
11,2027,3.0,904510428
12,39,4.0,1247264471
12,222,5.0,1247263465
12,261,4.5,1247263357
12,357,3.5,1247264106
12,830,4.0,1247263452
12,920,4.5,1247264114
12,1357,5.0,1247263404
12,1721,5.0,1247264463
12,2072,5.0,1247263670
12,2421,3.0,1247263495
12,2572,5.0,1247263689
12,2694,4.0,1247263398
12,3668,5.0,1247264220
12,4018,4.5,1247264420
12,6942,5.0,1247264138
12,40629,5.0,1247264192
13,47,5.0,987895819
13,597,3.0,987456968
13,1198,5.0,987456848
13,1619,3.0,987895819
13,1721,4.0,987456818
13,2174,3.0,987456818
13,2571,5.0,987457007
13,3409,2.0,987895720
13,3578,5.0,987895902
13,3717,3.0,987895952
13,3793,4.0,987895902
13,3827,4.0,987895952
13,3893,3.0,987895651
13,3952,3.0,987895651
13,3996,5.0,987895902
13,4148,4.0,987895720
14,7,3.0,835441989
14,25,4.0,835441394
14,39,3.0,835441186
14,95,5.0,835441295
14,110,5.0,835441107
14,153,2.0,835441012
14,231,3.0,835441042
14,282,5.0,835441239
14,296,3.0,835440978
14,337,5.0,835441239
14,344,2.0,835441012
14,356,4.0,835441239
14,376,4.0,835441620
14,383,4.0,835441729
14,448,3.0,835442201
14,477,4.0,835441578
14,491,3.0,835441672
14,509,5.0,835441347
14,527,3.0,835441371
14,540,3.0,835441794
14,553,4.0,835441239
14,590,4.0,835440977
14,593,4.0,835441086
14,784,1.0,835442447
15,44,1.0,1299424916
15,158,1.0,1299424840
15,256,3.0,1299425021
15,293,3.0,1510571962
15,318,5.0,1510571866
15,356,5.0,1510571873
15,527,5.0,1510571982
15,589,5.0,1510572012
15,780,3.5,1510572881
15,858,4.0,1510571941
15,1198,4.0,1510571989
15,1210,5.0,1510572653
15,1240,4.0,1510572646
15,1270,5.0,1510571953
15,1527,3.0,1510572660
15,1909,2.5,1299424890
15,2011,5.0,1510572060
15,2028,3.5,1510571984
15,2085,1.5,1510578050
15,2278,2.5,1299424998
15,2571,4.0,1510571744
15,2858,4.0,1510571751
15,2959,2.5,1510571747
15,3156,5.0,1510573324
15,3510,5.0,1299425097
15,3555,4.0,1299425208
15,3617,1.5,1299425200
15,3949,4.0,1510572144
15,4018,4.0,1299425113
15,4226,1.5,1510571774
15,4370,4.0,1510573239
15,4886,3.5,1510577956
15,4995,5.0,1510571789
15,5618,3.0,1510578001
15,5971,2.0,1510577982
15,6377,3.0,1510577979
15,6874,3.0,1510572077
15,7438,3.0,1510572163
15,8644,3.5,1510572823
15,33493,5.0,1510572900
15,48774,3.0,1510573220
15,50872,3.0,1510577962
15,58559,2.0,1510571886
15,60069,3.5,1510577951
15,64614,4.0,1510572137
15,68954,3.5,1510577953
15,70286,3.5,1510572656
15,71264,2.5,1510578103
15,79132,3.5,1510571930
15,84954,4.5,1510573398
15,89745,2.0,1510572842
15,91529,2.0,1510571987
15,96610,3.0,1510572815
15,99114,1.0,1510571958
15,103249,3.5,1510573234
15,105504,4.0,1510572616
15,109487,4.0,1510571878
15,111759,4.5,1510572026
15,112852,1.5,1510571973
15,115713,2.0,1510572009
15,122882,2.0,1510572126
15,122904,2.0,1510571949
15,122924,1.0,1510573305
15,134853,4.5,1510572481
15,152077,5.0,1510572535
15,158872,3.5,1510578028
15,166528,5.0,1510572789
16,47,3.5,1377477814
16,111,4.5,1377477446
16,260,3.0,1377476936
16,296,3.0,1377477302
16,319,4.0,1377476675
16,527,4.0,1377476787
16,593,3.0,1377476977
16,678,4.0,1377477470
16,750,4.5,1377476825
16,858,2.5,1377476772
16,912,3.5,1377476810
16,923,3.5,1377477349
16,1136,4.0,1377476972
16,1148,4.0,1377476909
16,1188,2.5,1377476656
16,1196,3.0,1377476993
16,1198,3.5,1377476852
16,1201,3.0,1377477410
16,1207,4.0,1377476891
16,1213,3.5,1377476956
16,1219,3.0,1377477594
16,1223,4.0,1377477855
16,1247,4.0,1377477535
16,1260,4.0,1377476887
16,1267,4.0,1377477387
16,1281,3.0,1377477580
16,1617,3.5,1377477542
16,1704,3.5,1377477954
16,2109,3.5,1377476690
16,2427,1.5,1377476573
16,2571,3.5,1377476921
16,2707,3.5,1377476693
16,2762,3.5,1377477612
16,2959,3.5,1377476874
16,3022,3.5,1377477000
16,3174,3.5,1377476640
16,3683,4.0,1377477908
16,3949,4.0,1377477886
16,4011,3.0,1377477891
16,4878,3.5,1377477936
16,4993,3.5,1377477289
16,5782,4.0,1377477435
16,5971,4.0,1377477298
16,7099,3.5,1377477464
16,7361,3.5,1377477402
16,27773,4.0,1377477507
16,58559,4.5,1377476817
16,68954,4.0,1377477654
16,79132,3.0,1377476916
17,1,4.5,1305696483
17,47,4.0,1307262715
17,110,4.5,1305696470
17,150,3.5,1305696497
17,293,3.5,1307262308
17,318,5.0,1305696465
17,480,4.5,1305696463
17,541,3.5,1322628857
17,590,4.5,1305696492
17,593,4.5,1305696461
17,780,4.0,1305696486
17,899,3.5,1305696265
17,910,3.5,1305696226
17,1036,4.0,1305696741
17,1090,4.5,1322629080
17,1100,3.5,1305696352
17,1196,5.0,1305696635
17,1198,4.5,1305696619
17,1206,5.0,1322628945
17,1210,5.0,1305696490
17,1221,4.5,1305696752
17,1228,4.5,1326943248
17,1240,5.0,1305696931
17,1258,4.0,1322628838
17,1263,4.0,1305696254
17,1291,4.0,1305696691
17,1375,3.5,1305696232
17,1466,3.0,1322629229
17,1967,4.0,1305696313
17,2019,3.5,1307262285
17,2194,4.0,1305696788
17,2502,4.5,1322629245
17,2717,3.5,1305696306
17,2858,4.0,1322628761
17,3039,4.5,1305696285
17,3263,4.0,1305696358
17,3508,4.0,1305696721
17,3702,3.5,1305696292
17,4226,4.0,1305696762
17,4993,4.5,1305696817
17,5782,4.0,1305696779
17,5971,4.0,1326943200
17,6350,5.0,1322628881
17,7099,5.0,1322628786
17,7482,4.0,1305696864
17,31658,4.5,1322629178
17,48394,4.5,1322629142
17,58559,4.5,1305696675
17,64839,3.5,1322629112
17,68358,4.5,1322629267
17,78499,4.0,1305696624
17,80463,4.0,1305696734
17,82459,4.0,1305696644
18,2,3.0,1455617462
18,16,4.5,1461311583
18,34,2.5,1455617533
18,47,4.5,1455050013
18,70,3.5,1455735732
18,110,4.5,1455050170
18,145,3.5,1456864434
18,165,4.0,1455209902
18,208,3.0,1455617516
18,231,2.5,1455748462
18,260,4.0,1455049368
18,293,4.5,1455050049
18,318,5.0,1455049328
18,337,4.0,1455748833
18,356,4.5,1455050112
18,367,2.5,1455618093
18,374,2.5,1455617791
18,380,2.5,1455209846
18,435,2.0,1459946774
18,457,3.5,1477432493
18,480,3.5,1455209811
18,502,2.0,1456864767
18,527,4.5,1455050006
18,555,4.0,1504907725
18,588,3.5,1455209912
18,590,4.0,1455209837
18,595,3.0,1455209900
18,628,3.5,1459495567
18,653,3.0,1456955524
18,745,4.0,1460242118
18,780,4.0,1455209824
18,849,3.5,1455735861
18,904,4.5,1455050080
18,913,4.0,1517525849
18,923,5.0,1455059762
18,1020,3.5,1456955800
18,1059,3.5,1455735783
18,1086,4.0,1473368992
18,1095,4.0,1502911292
18,1148,4.5,1455050359
18,1196,4.0,1455209805
18,1201,5.0,1455051405
18,1206,4.5,1455050357
18,1208,3.5,1455051397
18,1210,4.5,1455209798
18,1213,4.5,1455050000
18,1219,4.5,1455050177
18,1222,4.5,1455050183
18,1227,4.5,1485097725
18,1240,4.0,1455618100
18,1246,4.0,1455618445
18,1252,4.0,1457565435
18,1270,4.0,1455748627
18,1276,4.0,1456438623
18,1356,4.5,1455231686
18,1371,4.0,1455617646
18,1375,3.5,1455231757
18,1466,4.0,1476901312
18,1527,3.5,1455050095
18,1580,3.5,1455748435
18,1617,4.0,1459375071
18,1653,3.5,1455748777
18,1682,3.0,1455231395
18,1721,4.0,1455748443
18,1732,4.5,1456958438
18,1805,3.5,1456956041
18,1917,3.0,1455748548
18,1924,2.5,1456875333
18,1961,4.0,1455050512
18,2001,3.5,1455749721
18,2011,3.5,1455748634
18,2019,4.0,1455050114
18,2058,3.5,1476911164
18,2184,3.0,1512850460
18,2268,4.0,1456672532
18,2291,4.0,1455748560
18,2329,4.0,1455209651
18,2410,3.5,1456958417
18,2412,3.0,1456875250
18,2421,3.0,1455749739
18,2470,3.0,1455529935
18,2542,4.5,1456584499
18,2683,2.5,1455231399
18,2706,3.5,1455231410
18,2918,3.5,1455748728
18,2953,3.0,1456875367
18,2997,4.0,1455231386
18,3081,4.0,1455231488
18,3253,3.0,1512850503
18,3275,4.5,1455617700
18,3578,4.5,1455209857
18,3702,3.5,1457382557
18,3785,2.0,1455231603
18,3896,4.0,1504894830
18,3994,2.5,1455231481
18,4011,4.5,1456958432
18,4239,4.0,1476901503
18,4306,4.0,1455209697
18,4383,4.0,1486846015
18,4728,3.0,1457005711
18,4886,4.0,1455209685
18,4963,4.0,1455209694
18,4993,4.5,1455209675
18,5008,4.5,1456744749
18,5218,4.0,1455209763
18,5349,4.0,1456923908
18,5445,4.0,1455209691
18,5464,4.0,1458669462
18,5574,3.5,1455050917
18,5669,3.5,1456919349
18,5816,3.5,1456923936
18,5944,2.5,1455231780
18,5956,4.0,1455050816
18,5995,4.5,1455735416
18,6300,4.5,1500747595
18,6365,3.5,1455750315
18,6377,4.0,1455049810
18,6440,4.5,1455617896
18,6539,4.5,1455049808
18,6709,3.0,1456919632
18,6807,4.5,1458669199
18,6870,4.0,1456780831
18,6888,0.5,1455050979
18,7018,3.5,1486854151
18,7153,4.5,1455049801
18,7293,3.0,1455050834
18,7318,2.5,1455050932
18,7361,4.0,1456924036
18,7438,3.5,1455654949
18,7843,4.5,1492805510
18,8360,3.5,1455654935
18,8368,3.5,1456923938
18,8644,3.5,1455049735
18,8784,3.5,1466969253
18,8917,3.5,1455049936
18,8957,3.5,1455050859
18,8961,3.5,1455209724
18,26444,3.5,1456744938
18,27689,2.5,1476814266
18,27773,3.5,1455050621
18,27878,4.5,1526159893
18,30812,4.0,1455050855
18,32460,3.5,1492805550
18,33004,3.0,1455050852
18,33794,4.5,1455050618
18,34405,3.5,1455231107
18,36529,4.0,1455231182
18,37729,4.0,1455049923
18,37741,4.0,1455050937
18,38061,4.0,1458593231
18,44022,3.5,1455749359
18,44199,4.5,1455049886
18,44665,4.5,1455049870
18,45517,3.5,1455232017
18,46578,3.5,1455059798
18,47200,3.0,1455655111
18,48394,4.0,1455049848
18,48780,4.5,1456958431
18,50872,3.5,1455059813
18,51540,4.5,1455821297
18,52604,4.5,1457650649
18,53129,3.0,1521323641
18,53464,2.5,1455655099
18,53996,3.0,1455749279
18,54286,4.0,1455050518
18,55247,3.5,1455231983
18,55290,4.5,1482355905
18,56757,4.0,1464994729
18,57640,3.5,1455749376
18,58295,3.5,1476902377
18,58559,4.0,1455049372
18,59615,2.5,1455231357
18,60040,3.5,1455529605
18,60684,3.5,1455749277
