VisitID,Referrer,Day,Hour,Length_seconds,Length_pagecount
1312,URI_0,Monday,11,0,1
1313,URI_110,Monday,12,1020,3
1314,URI_0,Monday,11,60,2
1315,URI_80,Monday,11,0,1
1316,URI_0,Monday,11,0,1
1317,URI_111,Monday,11,180,2
1318,URI_80,Monday,11,60,2
1319,URI_45,Monday,12,1860,10
1320,URI_137,Monday,12,0,2
1321,URI_38,Monday,12,540,4
1322,URI_80,Monday,12,0,1
1323,URI_0,Monday,12,1200,12
1324,URI_80,Monday,12,0,1
1325,URI_0,Monday,12,480,3
1326,URI_111,Monday,12,0,1
1327,URI_30,Monday,12,0,2
1328,URI_0,Monday,12,420,6
1329,URI_80,Monday,12,0,1
1330,URI_80,Monday,12,60,2
1331,URI_0,Monday,12,0,1
1332,URI_44,Monday,12,60,2
1333,URI_42,Monday,12,0,1
1334,URI_101,Monday,12,0,1
1335,URI_0,Monday,12,300,5
1336,URI_0,Monday,12,0,1
1337,URI_3,Monday,12,0,3
1338,URI_39,Monday,12,0,1
1339,URI_38,Monday,12,0,1
1340,URI_136,Monday,12,120,4
1341,URI_45,Monday,12,180,5
1342,URI_80,Monday,12,0,1
1343,URI_0,Monday,12,60,2
1344,URI_80,Monday,12,0,1
1345,URI_137,Monday,12,420,4
1346,URI_0,Monday,12,0,3
1347,URI_80,Monday,12,180,4
1348,URI_80,Monday,12,0,1
1349,URI_39,Monday,12,0,1
1350,URI_111,Monday,13,420,2
1351,URI_80,Monday,12,0,1
1352,URI_80,Monday,13,300,5
1353,URI_15,Monday,13,120,4
1354,URI_20,Monday,13,0,1
1355,URI_0,Monday,13,0,1
1356,URI_45,Monday,13,0,1
1357,URI_42,Monday,13,60,3
1358,URI_80,Monday,13,120,5
1359,URI_111,Monday,13,240,5
1360,URI_45,Monday,13,0,1
1361,URI_45,Monday,13,0,1
1362,URI_80,Monday,13,0,1
1363,URI_132,Monday,13,0,1
1364,URI_111,Monday,13,0,1
1365,URI_44,Monday,13,0,1
1366,URI_42,Monday,13,60,3
1367,URI_38,Monday,13,0,1
1368,URI_45,Monday,13,0,1
1370,URI_64,Monday,13,0,1
1371,URI_9,Monday,13,60,4
1372,URI_45,Monday,13,0,1
1373,URI_111,Monday,13,0,1
1374,URI_80,Monday,13,0,1
1375,URI_93,Monday,13,0,2
1376,URI_42,Monday,13,0,2
1377,URI_0,Monday,13,0,1
1378,URI_0,Monday,13,0,2
1379,URI_38,Monday,13,0,1
1380,URI_45,Monday,13,0,1
1381,URI_42,Monday,13,0,1
1382,URI_121,Monday,13,0,1
1383,URI_42,Monday,14,360,4
1385,URI_42,Monday,14,480,10
1386,URI_0,Monday,14,180,5
1387,URI_86,Monday,14,60,2
1388,URI_101,Monday,14,0,1
1389,URI_80,Monday,14,0,1
1390,URI_39,Monday,14,180,3
1391,URI_127,Monday,14,60,5
1392,URI_42,Monday,14,240,6
1393,URI_80,Monday,14,60,3
1394,URI_0,Monday,14,0,1
1395,URI_111,Monday,14,0,1
1396,URI_0,Monday,14,720,5
1397,URI_38,Monday,14,0,1
1398,URI_119,Monday,14,0,1
1399,URI_80,Monday,14,0,1
1400,URI_23,Monday,14,0,1
1401,URI_39,Monday,14,60,3
1402,URI_0,Monday,14,0,1
1403,URI_0,Monday,14,180,8
1404,URI_113,Monday,14,60,2
1405,URI_45,Monday,14,0,1
1406,URI_0,Monday,14,0,1
1407,URI_80,Monday,14,0,3
1408,URI_42,Monday,14,60,3
1409,URI_45,Monday,14,0,1
1410,URI_39,Monday,14,240,5
1411,URI_0,Monday,14,420,5
1412,URI_0,Monday,14,0,1
1413,URI_9,Monday,14,0,1
1414,URI_64,Monday,14,120,2
1415,URI_44,Monday,14,0,1
1416,URI_0,Monday,14,180,7
1418,URI_64,Monday,14,120,4
1419,URI_0,Monday,14,0,1
1420,URI_100,Monday,14,0,2
1421,URI_0,Monday,14,0,1
1422,URI_111,Monday,14,0,2
1423,URI_111,Monday,14,0,1
1424,URI_111,Monday,14,0,1
1425,URI_111,Monday,15,0,1
1426,URI_80,Monday,15,0,1
1427,URI_0,Monday,15,180,4
1428,URI_0,Monday,15,0,1
1429,URI_111,Monday,15,0,1
1430,URI_0,Monday,15,0,1
1431,URI_0,Monday,15,720,10
1432,URI_0,Monday,15,60,3
1433,URI_80,Monday,15,0,1
1434,URI_0,Monday,15,180,6
1435,URI_80,Monday,15,480,6
1436,URI_45,Monday,15,0,1
1437,URI_80,Monday,15,0,1
1438,URI_80,Monday,15,0,3
1439,URI_39,Monday,15,0,3
1440,URI_0,Monday,15,0,1
1441,URI_0,Monday,15,0,1
1442,URI_110,Monday,15,60,3
1443,URI_42,Monday,15,480,9
1444,URI_0,Monday,15,180,4
1445,URI_64,Monday,15,180,5
1446,URI_80,Monday,15,0,1
1447,URI_80,Monday,15,0,1
1448,URI_45,Monday,15,0,1
1449,URI_80,Monday,15,0,1
1450,URI_0,Monday,15,0,1
1451,URI_111,Monday,15,180,3
1452,URI_80,Monday,15,0,1
1453,URI_0,Monday,15,0,1
1454,URI_111,Monday,15,0,1
1456,URI_80,Monday,15,0,1
1457,URI_0,Monday,15,60,3
1458,URI_45,Monday,15,60,5
1459,URI_45,Monday,16,0,1
1460,URI_0,Monday,16,0,1
1461,URI_80,Monday,16,0,1
1462,URI_39,Monday,16,0,1
1463,URI_0,Monday,16,0,1
1464,URI_0,Monday,16,0,1
1465,URI_78,Monday,16,180,4
1466,URI_42,Monday,16,0,1
1467,URI_45,Monday,16,0,1
1468,URI_111,Monday,16,1380,16
1469,URI_0,Monday,16,0,1
1470,URI_0,Monday,16,0,3
1471,URI_0,Monday,16,0,1
1472,URI_111,Monday,16,1080,10
1473,URI_0,Monday,16,60,3
1474,URI_80,Monday,16,420,5
1475,URI_0,Monday,16,0,1
1476,URI_9,Monday,16,0,2
1477,URI_9,Monday,16,60,3
1478,URI_108,Monday,16,0,1
1479,URI_42,Monday,16,480,7
1480,URI_90,Monday,16,180,5
1481,URI_78,Monday,16,0,1
1482,URI_111,Monday,16,60,2
1483,URI_111,Monday,16,0,1
1484,URI_9,Monday,16,0,2
1485,URI_0,Monday,16,0,1
1486,URI_0,Monday,16,60,2
1487,URI_0,Monday,16,0,1
1488,URI_45,Monday,16,0,1
1489,URI_12,Monday,16,60,3
1490,URI_9,Monday,17,540,16
1491,URI_0,Monday,16,0,1
1492,URI_0,Monday,16,0,1
1493,URI_80,Monday,17,1140,2
1494,URI_0,Monday,16,0,1
1495,URI_80,Monday,16,0,1
1496,URI_0,Monday,17,0,3
1497,URI_111,Monday,17,0,2
1498,URI_9,Monday,17,0,2
1499,URI_0,Monday,17,0,2
1500,URI_119,Monday,17,0,1
1501,URI_0,Monday,17,0,1
1502,URI_38,Monday,17,0,1
1503,URI_131,Monday,17,360,6
1504,URI_0,Monday,17,0,1
1505,URI_45,Monday,17,0,1
1506,URI_78,Monday,17,240,6
1507,URI_90,Monday,17,60,2
1508,URI_45,Monday,17,0,1
1509,URI_0,Monday,17,120,4
1510,URI_60,Monday,17,0,1
1511,URI_0,Monday,17,60,3
1512,URI_102,Monday,17,0,1
1513,URI_0,Monday,17,0,1
1514,URI_0,Monday,17,0,1
1515,URI_5,Monday,17,60,3
1516,URI_73,Monday,17,0,1
1517,URI_80,Monday,17,0,1
1518,URI_0,Monday,17,0,1
1519,URI_80,Monday,17,60,2
1520,URI_0,Monday,17,0,1
1521,URI_0,Monday,17,60,2
1522,URI_0,Monday,17,0,1
1523,URI_0,Monday,18,60,11
1524,URI_0,Monday,18,180,19
1525,URI_0,Monday,18,720,40
1526,URI_0,Monday,18,180,4
1527,URI_80,Monday,18,0,1
1528,URI_0,Monday,18,60,7
1529,URI_9,Monday,18,120,5
1530,URI_0,Monday,18,0,1
1531,URI_0,Monday,18,0,1
1532,URI_45,Monday,18,420,3
1533,URI_119,Monday,18,300,5
1534,URI_42,Monday,18,60,2
1535,URI_45,Monday,18,180,7
1536,URI_121,Monday,18,0,1
1537,URI_121,Monday,18,60,2
1538,URI_15,Monday,18,60,2
1539,URI_0,Monday,18,0,1
1540,URI_44,Monday,18,0,1
1541,URI_0,Monday,18,60,3
1542,URI_20,Monday,19,0,1
1543,URI_39,Monday,19,0,1
1544,URI_111,Monday,19,0,1
1545,URI_9,Monday,19,0,2
1546,URI_0,Monday,19,540,8
1547,URI_0,Monday,19,0,1
1548,URI_20,Monday,19,0,1
1549,URI_45,Monday,19,0,1
1550,URI_0,Monday,19,0,1
1551,URI_45,Monday,19,0,1
1552,URI_39,Monday,19,120,2
1554,URI_0,Monday,19,180,5
1555,URI_111,Monday,19,0,1
1556,URI_80,Monday,19,0,1
1557,URI_45,Monday,19,0,1
1558,URI_0,Monday,19,0,4
1559,URI_0,Monday,20,0,1
1560,URI_80,Monday,20,0,1
1561,URI_88,Monday,20,0,1
1562,URI_80,Monday,20,0,1
1563,URI_45,Monday,20,0,1
1564,URI_36,Monday,20,0,1
1565,URI_80,Monday,20,660,3
1566,URI_0,Monday,20,60,2
1568,URI_0,Monday,20,0,1
1569,URI_113,Monday,20,60,2
1570,URI_80,Monday,20,0,1
1571,URI_9,Monday,21,1980,36
1572,URI_53,Monday,20,180,3
1573,URI_138,Monday,20,0,1
1574,URI_34,Monday,20,0,1
1575,URI_111,Monday,20,0,1
1576,URI_111,Monday,20,0,1
1577,URI_111,Monday,20,0,1
1578,URI_45,Monday,20,0,1
1579,URI_42,Monday,21,0,1
1580,URI_45,Monday,21,0,1
1581,URI_39,Monday,21,0,1
1582,URI_45,Monday,21,0,1
1583,URI_0,Monday,21,0,1
1584,URI_111,Monday,21,1680,7
1585,URI_100,Monday,21,600,6
1586,URI_138,Monday,21,0,1
1587,URI_111,Monday,22,840,10
1588,URI_0,Monday,21,0,1
1589,URI_80,Monday,21,0,1
1590,URI_111,Monday,21,0,2
1591,URI_80,Monday,22,600,5
1592,URI_45,Monday,21,0,1
1593,URI_0,Monday,22,0,2
1594,URI_0,Monday,22,0,1
1595,URI_0,Monday,22,0,1
1596,URI_111,Monday,22,60,3
1597,URI_111,Monday,22,780,3
1598,URI_45,Monday,22,0,2
1599,URI_80,Monday,22,0,1
1600,URI_131,Monday,22,0,1
1601,URI_80,Monday,22,0,1
1602,URI_80,Monday,22,0,1
1603,URI_80,Monday,22,0,1
1604,URI_15,Monday,22,0,1
1605,URI_45,Monday,22,0,1
1606,URI_45,Monday,22,0,1
1607,URI_45,Monday,22,0,1
1608,URI_68,Monday,22,240,9
1609,URI_0,Monday,23,0,1
1610,URI_80,Monday,23,0,1
1611,URI_42,Monday,23,60,4
1613,URI_0,Monday,23,240,3
1614,URI_138,Monday,23,0,1
1615,URI_80,Monday,23,0,1
1616,URI_80,Monday,23,0,1
1617,URI_53,Tuesday,0,0,1
1618,URI_45,Tuesday,0,0,1
1619,URI_80,Tuesday,0,0,1
1620,URI_111,Tuesday,0,0,1
1621,URI_39,Tuesday,0,0,1
1622,URI_80,Tuesday,1,0,2
1623,URI_0,Tuesday,1,240,5
1624,URI_45,Tuesday,2,0,2
1625,URI_80,Tuesday,2,0,1
1626,URI_80,Tuesday,2,0,1
1627,URI_0,Tuesday,6,420,7
1628,URI_80,Tuesday,6,180,3
1629,URI_80,Tuesday,6,0,1
1630,URI_45,Tuesday,6,60,2
1631,URI_0,Tuesday,6,0,1
1632,URI_0,Tuesday,6,0,1
1633,URI_111,Tuesday,6,0,1
1635,URI_92,Tuesday,7,120,3
1636,URI_0,Tuesday,7,180,6
1637,URI_45,Tuesday,7,0,1
1638,URI_20,Tuesday,7,120,2
1639,URI_0,Tuesday,7,0,1
1640,URI_0,Tuesday,7,0,1
1641,URI_39,Tuesday,8,780,8
1642,URI_106,Tuesday,8,840,6
1643,URI_0,Tuesday,8,60,2
1644,URI_0,Tuesday,8,0,1
1645,URI_52,Tuesday,8,240,4
1646,URI_80,Tuesday,8,0,1
1647,URI_39,Tuesday,8,0,1
1648,URI_137,Tuesday,8,0,1
1649,URI_80,Tuesday,8,240,6
1650,URI_132,Tuesday,8,120,3
1651,URI_45,Tuesday,8,0,1
1652,URI_0,Tuesday,8,0,1
1653,URI_80,Tuesday,8,0,1
1654,URI_38,Tuesday,8,0,1
1655,URI_0,Tuesday,8,0,1
1656,URI_0,Tuesday,8,300,3
1657,URI_91,Tuesday,8,60,2
1658,URI_80,Tuesday,8,180,3
1659,URI_39,Tuesday,8,0,1
1660,URI_111,Tuesday,8,0,2
1661,URI_0,Tuesday,9,0,1
1662,URI_0,Tuesday,9,0,1
1663,URI_0,Tuesday,9,0,1
1664,URI_0,Tuesday,9,0,1
1665,URI_0,Tuesday,9,240,4
1666,URI_0,Tuesday,9,0,1
1668,URI_42,Tuesday,9,120,2
1669,URI_42,Tuesday,9,120,4
1670,URI_80,Tuesday,9,0,1
1671,URI_0,Tuesday,9,0,1
1672,URI_42,Tuesday,9,0,1
1673,URI_0,Tuesday,9,0,2
1674,URI_0,Tuesday,9,0,1
1675,URI_0,Tuesday,9,0,1
1676,URI_45,Tuesday,9,0,1
1677,URI_108,Tuesday,9,0,1
1678,URI_55,Tuesday,9,0,1
1679,URI_0,Tuesday,9,0,1
1680,URI_0,Tuesday,9,0,1
1681,URI_111,Tuesday,9,480,2
1682,URI_92,Tuesday,9,0,2
1683,URI_45,Tuesday,9,0,1
1684,URI_0,Tuesday,9,480,4
1685,URI_53,Tuesday,9,420,5
1686,URI_0,Tuesday,9,0,3
1687,URI_0,Tuesday,9,0,1
1688,URI_80,Tuesday,9,0,1
1689,URI_0,Tuesday,9,420,6
1690,URI_0,Tuesday,9,0,1
1691,URI_0,Tuesday,9,0,1
1692,URI_111,Tuesday,10,1320,12
1693,URI_80,Tuesday,9,240,3
1694,URI_0,Tuesday,9,0,1
1695,URI_111,Tuesday,9,60,5
1696,URI_80,Tuesday,9,0,1
1697,URI_0,Tuesday,10,360,4
1698,URI_0,Tuesday,9,0,1
1699,URI_111,Tuesday,10,1200,12
1700,URI_45,Tuesday,10,120,4
1701,URI_0,Tuesday,10,720,9
1702,URI_45,Tuesday,10,0,1
1703,URI_80,Tuesday,10,0,2
1704,URI_0,Tuesday,10,0,1
1705,URI_0,Tuesday,10,600,7
1706,URI_0,Tuesday,10,840,2
1707,URI_0,Tuesday,10,60,2
1708,URI_9,Tuesday,10,60,3
1709,URI_119,Tuesday,10,0,1
1710,URI_63,Tuesday,10,120,3
1711,URI_9,Tuesday,10,420,4
1712,URI_45,Tuesday,10,0,1
1713,URI_42,Tuesday,10,0,2
1714,URI_45,Tuesday,10,0,1
1715,URI_80,Tuesday,10,0,1
1716,URI_45,Tuesday,10,0,1
1717,URI_0,Tuesday,10,120,2
1718,URI_80,Tuesday,10,0,1
1719,URI_9,Tuesday,10,480,6
1720,URI_0,Tuesday,10,0,1
1721,URI_101,Tuesday,10,0,1
1722,URI_39,Tuesday,10,0,3
1723,URI_42,Tuesday,10,0,1
1724,URI_0,Tuesday,10,720,3
1725,URI_42,Tuesday,10,0,1
1726,URI_9,Tuesday,10,360,3
1727,URI_0,Tuesday,10,0,1
1728,URI_119,Tuesday,10,0,1
1729,URI_101,Tuesday,10,0,1
1730,URI_42,Tuesday,10,0,1
1731,URI_20,Tuesday,10,180,5
1732,URI_0,Tuesday,10,0,1
1733,URI_0,Tuesday,10,0,1
1734,URI_9,Tuesday,10,60,4
1735,URI_93,Tuesday,10,60,4
1736,URI_0,Tuesday,11,660,6
1737,URI_89,Tuesday,10,0,1
1738,URI_0,Tuesday,11,0,1
1739,URI_42,Tuesday,11,60,5
1740,URI_80,Tuesday,11,300,5
1741,URI_131,Tuesday,11,0,1
1742,URI_53,Tuesday,11,0,1
1743,URI_92,Tuesday,11,120,3
1744,URI_0,Tuesday,11,660,3
1745,URI_45,Tuesday,11,240,4
1746,URI_42,Tuesday,11,0,2
1747,URI_80,Tuesday,11,0,1
1748,URI_45,Tuesday,11,0,1
1749,URI_0,Tuesday,11,0,1
1750,URI_121,Tuesday,11,420,4
1751,URI_9,Tuesday,11,540,10
1752,URI_0,Tuesday,11,1320,8
1753,URI_0,Tuesday,11,0,1
1754,URI_80,Tuesday,11,180,2
1755,URI_0,Tuesday,11,0,3
1756,URI_42,Tuesday,11,0,1
1757,URI_0,Tuesday,11,0,1
1758,URI_45,Tuesday,11,0,1
1759,URI_111,Tuesday,11,0,1
1760,URI_0,Tuesday,11,0,2
1761,URI_45,Tuesday,11,0,1
1762,URI_5,Tuesday,11,0,1
1763,URI_100,Tuesday,11,60,2
1764,URI_42,Tuesday,11,0,1
1765,URI_111,Tuesday,11,120,3
1766,URI_0,Tuesday,11,0,2
1767,URI_111,Tuesday,11,0,3
1768,URI_0,Tuesday,11,180,4
1769,URI_39,Tuesday,11,300,3
1770,URI_111,Tuesday,11,0,1
1771,URI_42,Tuesday,11,0,1
1772,URI_0,Tuesday,11,0,1
1773,URI_0,Tuesday,11,240,5
1774,URI_138,Tuesday,11,0,1
1775,URI_0,Tuesday,11,0,1
1776,URI_5,Tuesday,11,120,3
1777,URI_80,Tuesday,11,0,1
1778,URI_38,Tuesday,11,0,1
1779,URI_111,Tuesday,11,840,2
1780,URI_80,Tuesday,11,0,1
1781,URI_9,Tuesday,11,60,3
1782,URI_0,Tuesday,12,600,3
1783,URI_80,Tuesday,11,0,2
1784,URI_39,Tuesday,12,60,2
1785,URI_111,Tuesday,12,60,3
1786,URI_80,Tuesday,12,1620,29
1787,URI_0,Tuesday,12,0,1
1788,URI_0,Tuesday,12,0,1
1789,URI_0,Tuesday,12,0,2
1790,URI_0,Tuesday,12,660,3
1791,URI_0,Tuesday,12,0,1
1792,URI_0,Tuesday,12,0,2
1793,URI_80,Tuesday,12,0,1
1794,URI_80,Tuesday,12,60,2
1795,URI_0,Tuesday,12,2160,11
1796,URI_39,Tuesday,12,60,3
1797,URI_9,Tuesday,12,180,3
1798,URI_0,Tuesday,12,0,1
1799,URI_0,Tuesday,12,0,1
1800,URI_111,Tuesday,12,60,3
1801,URI_0,Tuesday,12,0,1
1802,URI_111,Tuesday,12,0,1
1803,URI_0,Tuesday,12,180,3
1804,URI_42,Tuesday,12,0,1
1805,URI_0,Tuesday,12,0,1
1806,URI_0,Tuesday,12,60,3
1807,URI_45,Tuesday,12,0,1
1808,URI_75,Tuesday,12,0,2
1809,URI_42,Tuesday,12,120,2
1810,URI_45,Tuesday,12,0,1
1811,URI_111,Tuesday,12,60,2
1812,URI_80,Tuesday,12,0,1
1813,URI_8,Tuesday,12,0,3
1814,URI_0,Tuesday,12,540,4
1815,URI_0,Tuesday,12,960,3
1816,URI_0,Tuesday,12,60,3
1817,URI_0,Tuesday,12,0,1
1818,URI_111,Tuesday,12,60,2
1819,URI_0,Tuesday,12,0,1
1820,URI_80,Tuesday,12,0,1
1821,URI_42,Tuesday,12,360,5
1822,URI_38,Tuesday,12,0,2
1823,URI_0,Tuesday,12,0,2
1824,URI_80,Tuesday,12,0,1
1825,URI_0,Tuesday,12,0,1
1826,URI_0,Tuesday,12,0,1
1827,URI_0,Tuesday,12,0,1
1828,URI_138,Tuesday,12,0,1
1829,URI_108,Tuesday,12,0,1
1830,URI_111,Tuesday,12,0,1
1831,URI_5,Tuesday,13,120,2
1832,URI_39,Tuesday,13,120,3
1833,URI_119,Tuesday,13,240,4
1834,URI_9,Tuesday,13,960,6
1835,URI_45,Tuesday,13,0,1
1836,URI_0,Tuesday,13,0,1
1837,URI_42,Tuesday,13,0,1
1838,URI_42,Tuesday,13,0,1
1839,URI_0,Tuesday,13,120,2
1840,URI_0,Tuesday,13,0,1
1841,URI_9,Tuesday,13,0,1
1842,URI_44,Tuesday,13,0,1
1843,URI_9,Tuesday,13,0,3
1844,URI_39,Tuesday,13,0,1
1845,URI_80,Tuesday,13,0,1
1846,URI_45,Tuesday,13,540,3
1847,URI_0,Tuesday,13,120,6
1848,URI_42,Tuesday,13,0,1
1849,URI_0,Tuesday,13,720,10
1850,URI_80,Tuesday,13,0,2
1852,URI_45,Tuesday,13,180,3
1854,URI_0,Tuesday,13,0,1
1855,URI_45,Tuesday,13,0,1
1856,URI_119,Tuesday,13,0,1
1857,URI_111,Tuesday,13,240,2
1858,URI_39,Tuesday,13,0,1
1859,URI_101,Tuesday,13,1080,3
1860,URI_45,Tuesday,13,0,1
1861,URI_80,Tuesday,13,0,1
1862,URI_0,Tuesday,13,180,3
1863,URI_93,Tuesday,13,360,2
1864,URI_80,Tuesday,13,0,1
1865,URI_42,Tuesday,13,0,1
1866,URI_108,Tuesday,13,120,4
1867,URI_119,Tuesday,13,0,1
1868,URI_80,Tuesday,13,60,3
1869,URI_0,Tuesday,14,0,1
1870,URI_0,Tuesday,14,0,1
1871,URI_0,Tuesday,14,0,1
1872,URI_9,Tuesday,14,0,1
1873,URI_0,Tuesday,14,1320,13
1874,URI_44,Tuesday,14,0,1
1875,URI_42,Tuesday,14,0,1
1876,URI_0,Tuesday,14,60,3
1877,URI_44,Tuesday,14,0,1
1878,URI_80,Tuesday,14,0,1
1880,URI_45,Tuesday,14,0,1
1881,URI_92,Tuesday,14,60,3
1882,URI_80,Tuesday,14,0,1
1883,URI_42,Tuesday,14,0,1
1884,URI_80,Tuesday,14,0,1
1885,URI_38,Tuesday,14,0,1
1886,URI_38,Tuesday,14,0,1
1887,URI_9,Tuesday,14,180,6
1888,URI_88,Tuesday,14,0,1
1889,URI_45,Tuesday,14,0,1
1890,URI_38,Tuesday,14,0,1
1891,URI_111,Tuesday,14,120,2
1892,URI_45,Tuesday,14,0,1
1893,URI_45,Tuesday,14,60,3
1894,URI_42,Tuesday,14,0,1
1895,URI_119,Tuesday,14,0,1
1896,URI_119,Tuesday,14,0,1
1897,URI_0,Tuesday,14,0,1
1898,URI_0,Tuesday,14,0,1
1899,URI_111,Tuesday,14,60,3
1900,URI_39,Tuesday,14,0,1
1901,URI_89,Tuesday,14,0,1
1902,URI_42,Tuesday,14,0,1
1903,URI_0,Tuesday,14,180,3
1904,URI_111,Tuesday,14,60,2
1905,URI_0,Tuesday,14,0,1
1906,URI_42,Tuesday,14,0,1
1907,URI_0,Tuesday,14,0,1
1908,URI_45,Tuesday,14,0,1
1909,URI_116,Tuesday,15,360,9
1910,URI_101,Tuesday,15,1680,8
1911,URI_80,Tuesday,14,0,1
1912,URI_45,Tuesday,14,0,1
1913,URI_111,Tuesday,14,0,1
1914,URI_39,Tuesday,14,0,1
1915,URI_45,Tuesday,14,0,1
1916,URI_0,Tuesday,14,0,1
1917,URI_0,Tuesday,15,60,2
1918,URI_20,Tuesday,14,0,1
1919,URI_41,Tuesday,15,0,2
1920,URI_80,Tuesday,15,0,1
1921,URI_44,Tuesday,15,180,4
1922,URI_20,Tuesday,15,0,1
1923,URI_0,Tuesday,15,0,2
1924,URI_14,Tuesday,15,0,2
1925,URI_74,Tuesday,15,0,1
1926,URI_39,Tuesday,15,0,1
1927,URI_55,Tuesday,15,0,1
1928,URI_42,Tuesday,15,0,1
1929,URI_0,Tuesday,15,0,1
1930,URI_0,Tuesday,15,0,1
1931,URI_0,Tuesday,15,0,1
1932,URI_111,Tuesday,15,780,4
1933,URI_89,Tuesday,15,0,1
1934,URI_42,Tuesday,15,0,1
